,Phero_genes,Food_genes,interxn_genes,allDEG,Food_down,Food_up,EBO_down,EBO_up,BP_up,BP_down,background
528,,,,725776,,,,,,,100577302
529,,,,410583,,,,,,,100577308
530,,,,411846,,,,,,,100577309
531,,,,726733,,,,,,,100577320
532,,,,725500,,,,,,,100577322
533,,,,412663,,,,,,,100577324
534,,,,724378,,,,,,,100577325
535,,,,410492,,,,,,,100577327
536,,,,408390,,,,,,,100577331
537,,,,413749,,,,,,,100577332
538,,,,409025,,,,,,,100577334
539,,,,411159,,,,,,,100577335
540,,,,726361,,,,,,,100577341
541,,,,100578929,,,,,,,100577342
542,,,,408864,,,,,,,100577343
543,,,,726205,,,,,,,100577344
544,,,,100576681,,,,,,,100577346
545,,,,102656008,,,,,,,100577347
546,,,,408525,,,,,,,100577348
547,,,,726126,,,,,,,100577351
548,,,,411452,,,,,,,100577358
549,,,,100578816,,,,,,,100577359
550,,,,100577699,,,,,,,100577362
551,,,,408985,,,,,,,100577363
552,,,,726814,,,,,,,100577364
553,,,,411253,,,,,,,100577365
554,,,,552738,,,,,,,100577367
555,,,,413000,,,,,,,100577369
556,,,,551232,,,,,,,100577371
557,,,,552446,,,,,,,100577376
558,,,,725606,,,,,,,100577377
559,,,,726611,,,,,,,100577378
560,,,,725688,,,,,,,100577382
561,,,,100578249,,,,,,,100577385
562,,,,552419,,,,,,,100577386
563,,,,409861,,,,,,,100577387
564,,,,411303,,,,,,,100577393
565,,,,408732,,,,,,,100577394
566,,,,552766,,,,,,,100577396
567,,,,725288,,,,,,,100577397
568,,,,100578770,,,,,,,100577401
569,,,,552318,,,,,,,100577408
570,,,,725074,,,,,,,100577409
571,,,,551678,,,,,,,100577410
572,,,,725245,,,,,,,100577418
573,,,,410743,,,,,,,100577423
574,,,,552780,,,,,,,100577425
575,,,,551125,,,,,,,100577430
576,,,,100577053,,,,,,,100577436
577,,,,102656661,,,,,,,100577440
578,,,,107965225,,,,,,,100577441
579,,,,408965,,,,,,,100577446
580,,,,552811,,,,,,,100577449
581,,,,100577980,,,,,,,100577450
582,,,,552028,,,,,,,100577451
583,,,,413186,,,,,,,100577452
584,,,,725414,,,,,,,100577453
585,,,,726818,,,,,,,100577454
586,,,,100576855,,,,,,,100577455
587,,,,551553,,,,,,,100577456
588,,,,410624,,,,,,,100577464
589,,,,724756,,,,,,,100577466
590,,,,409124,,,,,,,100577472
591,,,,100578113,,,,,,,100577481
592,,,,552295,,,,,,,100577482
593,,,,552799,,,,,,,100577488
594,,,,413997,,,,,,,100577489
595,,,,551005,,,,,,,100577491
596,,,,411100,,,,,,,100577492
597,,,,100578467,,,,,,,100577493
598,,,,102655243,,,,,,,100577496
599,,,,412602,,,,,,,100577497
600,,,,413867,,,,,,,100577498
601,,,,725483,,,,,,,100577499
602,,,,113218716,,,,,,,100577501
603,,,,552493,,,,,,,100577504
604,,,,551559,,,,,,,100577506
605,,,,552503,,,,,,,100577507
606,,,,100576924,,,,,,,100577513
607,,,,724188,,,,,,,100577515
608,,,,409802,,,,,,,100577516
609,,,,726886,,,,,,,100577517
610,,,,100577213,,,,,,,100577519
611,,,,413763,,,,,,,100577520
612,,,,410059,,,,,,,100577521
613,,,,552602,,,,,,,100577522
614,,,,408353,,,,,,,100577525
615,,,,726683,,,,,,,100577527
616,,,,100578311,,,,,,,100577530
617,,,,551710,,,,,,,100577533
618,,,,726318,,,,,,,100577537
619,,,,724330,,,,,,,100577541
620,,,,726586,,,,,,,100577543
621,,,,100576151,,,,,,,100577544
622,,,,552741,,,,,,,100577546
623,,,,725274,,,,,,,100577548
624,,,,411699,,,,,,,100577551
625,,,,550956,,,,,,,100577552
626,,,,725817,,,,,,,100577553
627,,,,552778,,,,,,,100577561
628,,,,550659,,,,,,,100577562
629,,,,100576646,,,,,,,100577569
630,,,,551552,,,,,,,100577573
631,,,,413720,,,,,,,100577574
632,,,,552235,,,,,,,100577575
633,,,,552064,,,,,,,100577576
634,,,,413672,,,,,,,100577578
635,,,,724536,,,,,,,100577579
636,,,,409485,,,,,,,100577580
637,,,,551658,,,,,,,100577582
638,,,,411362,,,,,,,100577584
639,,,,725938,,,,,,,100577585
640,,,,410383,,,,,,,100577587
641,,,,412574,,,,,,,100577590
642,,,,100576600,,,,,,,100577594
643,,,,726307,,,,,,,100577596
644,,,,413065,,,,,,,100577598
645,,,,725388,,,,,,,100577600
646,,,,412036,,,,,,,100577602
647,,,,408725,,,,,,,100577603
648,,,,100578201,,,,,,,100577605
649,,,,412546,,,,,,,100577606
650,,,,411976,,,,,,,100577607
651,,,,727479,,,,,,,100577610
652,,,,412169,,,,,,,100577614
653,,,,552402,,,,,,,100577620
654,,,,411167,,,,,,,100577623
655,,,,726373,,,,,,,100577629
656,,,,406151,,,,,,,100577632
657,,,,409942,,,,,,,100577634
658,,,,413504,,,,,,,100577635
659,,,,726445,,,,,,,100577636
660,,,,551513,,,,,,,100577638
661,,,,413024,,,,,,,100577640
662,,,,552095,,,,,,,100577641
663,,,,102655244,,,,,,,100577644
664,,,,410216,,,,,,,100577648
665,,,,410467,,,,,,,100577649
666,,,,409105,,,,,,,100577651
667,,,,100577214,,,,,,,100577655
668,,,,102656585,,,,,,,100577656
669,,,,100576938,,,,,,,100577661
670,,,,725480,,,,,,,100577667
671,,,,406153,,,,,,,100577669
672,,,,725941,,,,,,,100577670
673,,,,408922,,,,,,,100577671
674,,,,100578563,,,,,,,100577672
675,,,,552139,,,,,,,100577673
676,,,,413407,,,,,,,100577675
677,,,,411420,,,,,,,100577676
678,,,,724591,,,,,,,100577678
679,,,,411361,,,,,,,100577679
680,,,,724546,,,,,,,100577680
681,,,,552573,,,,,,,100577681
682,,,,408714,,,,,,,100577682
683,,,,551930,,,,,,,100577683
684,,,,726710,,,,,,,100577687
685,,,,410905,,,,,,,100577689
686,,,,408969,,,,,,,100577690
687,,,,408818,,,,,,,100577692
688,,,,410352,,,,,,,100577693
689,,,,409924,,,,,,,100577694
690,,,,410066,,,,,,,100577696
691,,,,413370,,,,,,,100577697
692,,,,726742,,,,,,,100577699
693,,,,411955,,,,,,,100577702
694,,,,411201,,,,,,,100577707
695,,,,411577,,,,,,,100577711
696,,,,550655,,,,,,,100577712
697,,,,726223,,,,,,,100577714
698,,,,410706,,,,,,,100577715
699,,,,727639,,,,,,,100577717
700,,,,412074,,,,,,,100577719
701,,,,724160,,,,,,,100577722
702,,,,100576471,,,,,,,100577724
703,,,,409673,,,,,,,100577725
704,,,,551250,,,,,,,100577727
705,,,,411229,,,,,,,100577735
706,,,,107964089,,,,,,,100577739
707,,,,410692,,,,,,,100577742
708,,,,411805,,,,,,,100577743
709,,,,107965657,,,,,,,100577746
710,,,,408579,,,,,,,100577748
711,,,,410638,,,,,,,100577749
712,,,,410229,,,,,,,100577751
713,,,,408914,,,,,,,100577752
714,,,,551409,,,,,,,100577753
715,,,,411729,,,,,,,100577754
716,,,,724344,,,,,,,100577755
717,,,,100578542,,,,,,,100577756
718,,,,411935,,,,,,,100577758
719,,,,408452,,,,,,,100577759
720,,,,726997,,,,,,,100577763
721,,,,100576247,,,,,,,100577764
722,,,,406096,,,,,,,100577766
723,,,,414037,,,,,,,100577769
724,,,,412808,,,,,,,100577771
725,,,,409851,,,,,,,100577772
726,,,,100577743,,,,,,,100577777
727,,,,100578011,,,,,,,100577778
728,,,,724915,,,,,,,100577783
729,,,,409807,,,,,,,100577784
730,,,,725164,,,,,,,100577786
731,,,,413676,,,,,,,100577787
732,,,,724126,,,,,,,100577788
733,,,,408828,,,,,,,100577795
734,,,,726392,,,,,,,100577797
735,,,,102655905,,,,,,,100577798
736,,,,112939925,,,,,,,100577801
737,,,,724619,,,,,,,100577803
738,,,,725924,,,,,,,100577805
739,,,,408646,,,,,,,100577809
740,,,,552154,,,,,,,100577810
741,,,,100577030,,,,,,,100577813
742,,,,412484,,,,,,,100577815
743,,,,725988,,,,,,,100577816
744,,,,725668,,,,,,,100577817
745,,,,725660,,,,,,,100577819
746,,,,100576758,,,,,,,100577823
747,,,,726412,,,,,,,100577825
748,,,,100576961,,,,,,,100577827
749,,,,100577541,,,,,,,100577829
750,,,,726370,,,,,,,100577833
751,,,,408807,,,,,,,100577836
752,,,,113219298,,,,,,,100577839
753,,,,408830,,,,,,,100577840
754,,,,107964589,,,,,,,100577841
755,,,,411132,,,,,,,100577844
756,,,,413936,,,,,,,100577845
757,,,,725273,,,,,,,100577846
758,,,,100577598,,,,,,,100577847
759,,,,413097,,,,,,,100577849
760,,,,552518,,,,,,,100577856
761,,,,412888,,,,,,,100577867
762,,,,408821,,,,,,,100577870
763,,,,410272,,,,,,,100577872
764,,,,100579049,,,,,,,100577875
765,,,,551908,,,,,,,100577876
766,,,,551268,,,,,,,100577877
767,,,,107964212,,,,,,,100577879
768,,,,551898,,,,,,,100577882
769,,,,725799,,,,,,,100577883
770,,,,551214,,,,,,,100577885
771,,,,409227,,,,,,,100577886
772,,,,410083,,,,,,,100577889
773,,,,413356,,,,,,,100577894
774,,,,726431,,,,,,,100577895
775,,,,551531,,,,,,,100577896
776,,,,412667,,,,,,,100577899
777,,,,409703,,,,,,,100577901
778,,,,724795,,,,,,,100577902
779,,,,724251,,,,,,,100577903
780,,,,552070,,,,,,,100577905
781,,,,551379,,,,,,,100577908
782,,,,107964133,,,,,,,100577909
783,,,,102655238,,,,,,,100577912
784,,,,408670,,,,,,,100577913
785,,,,724145,,,,,,,100577915
786,,,,113219416,,,,,,,100577918
787,,,,725334,,,,,,,100577919
788,,,,100577456,,,,,,,100577920
789,,,,724120,,,,,,,100577923
790,,,,408329,,,,,,,100577927
791,,,,100578665,,,,,,,100577931
792,,,,410975,,,,,,,100577932
793,,,,409697,,,,,,,100577936
794,,,,413350,,,,,,,100577938
795,,,,413583,,,,,,,100577939
796,,,,725775,,,,,,,100577941
797,,,,409045,,,,,,,100577942
798,,,,411301,,,,,,,100577943
799,,,,102653658,,,,,,,100577949
800,,,,,,,,,,,100577955
801,,,,,,,,,,,100577958
802,,,,,,,,,,,100577959
803,,,,,,,,,,,100577963
804,,,,,,,,,,,100577966
805,,,,,,,,,,,100577967
806,,,,,,,,,,,100577972
807,,,,,,,,,,,100577974
808,,,,,,,,,,,100577976
809,,,,,,,,,,,100577977
810,,,,,,,,,,,100577979
811,,,,,,,,,,,100577980
812,,,,,,,,,,,100577981
813,,,,,,,,,,,100577982
814,,,,,,,,,,,100577986
815,,,,,,,,,,,100577988
816,,,,,,,,,,,100577992
817,,,,,,,,,,,100577995
818,,,,,,,,,,,100577996
819,,,,,,,,,,,100577997
820,,,,,,,,,,,100577998
821,,,,,,,,,,,100578002
822,,,,,,,,,,,100578005
823,,,,,,,,,,,100578006
824,,,,,,,,,,,100578011
825,,,,,,,,,,,100578013
826,,,,,,,,,,,100578014
827,,,,,,,,,,,100578015
828,,,,,,,,,,,100578017
829,,,,,,,,,,,100578020
830,,,,,,,,,,,100578023
831,,,,,,,,,,,100578025
832,,,,,,,,,,,100578030
833,,,,,,,,,,,100578031
834,,,,,,,,,,,100578035
835,,,,,,,,,,,100578040
836,,,,,,,,,,,100578041
837,,,,,,,,,,,100578044
838,,,,,,,,,,,100578045
839,,,,,,,,,,,100578046
840,,,,,,,,,,,100578047
841,,,,,,,,,,,100578051
842,,,,,,,,,,,100578055
843,,,,,,,,,,,100578059
844,,,,,,,,,,,100578060
845,,,,,,,,,,,100578061
846,,,,,,,,,,,100578066
847,,,,,,,,,,,100578067
848,,,,,,,,,,,100578068
849,,,,,,,,,,,100578071
850,,,,,,,,,,,100578072
851,,,,,,,,,,,100578083
852,,,,,,,,,,,100578084
853,,,,,,,,,,,100578085
854,,,,,,,,,,,100578089
855,,,,,,,,,,,100578090
856,,,,,,,,,,,100578091
857,,,,,,,,,,,100578093
858,,,,,,,,,,,100578100
859,,,,,,,,,,,100578105
860,,,,,,,,,,,100578106
861,,,,,,,,,,,100578107
862,,,,,,,,,,,100578109
863,,,,,,,,,,,100578112
864,,,,,,,,,,,100578113
865,,,,,,,,,,,100578119
866,,,,,,,,,,,100578121
867,,,,,,,,,,,100578123
868,,,,,,,,,,,100578126
869,,,,,,,,,,,100578127
870,,,,,,,,,,,100578129
871,,,,,,,,,,,100578130
872,,,,,,,,,,,100578132
873,,,,,,,,,,,100578133
874,,,,,,,,,,,100578137
875,,,,,,,,,,,100578142
876,,,,,,,,,,,100578144
877,,,,,,,,,,,100578146
878,,,,,,,,,,,100578151
879,,,,,,,,,,,100578156
880,,,,,,,,,,,100578157
881,,,,,,,,,,,100578159
882,,,,,,,,,,,100578161
883,,,,,,,,,,,100578162
884,,,,,,,,,,,100578165
885,,,,,,,,,,,100578168
886,,,,,,,,,,,100578170
887,,,,,,,,,,,100578177
888,,,,,,,,,,,100578184
889,,,,,,,,,,,100578188
890,,,,,,,,,,,100578189
891,,,,,,,,,,,100578191
892,,,,,,,,,,,100578193
893,,,,,,,,,,,100578200
894,,,,,,,,,,,100578201
895,,,,,,,,,,,100578205
896,,,,,,,,,,,100578207
897,,,,,,,,,,,100578209
898,,,,,,,,,,,100578210
899,,,,,,,,,,,100578212
900,,,,,,,,,,,100578213
901,,,,,,,,,,,100578215
902,,,,,,,,,,,100578218
903,,,,,,,,,,,100578220
904,,,,,,,,,,,100578223
905,,,,,,,,,,,100578226
906,,,,,,,,,,,100578227
907,,,,,,,,,,,100578230
908,,,,,,,,,,,100578232
909,,,,,,,,,,,100578233
910,,,,,,,,,,,100578235
911,,,,,,,,,,,100578236
912,,,,,,,,,,,100578237
913,,,,,,,,,,,100578238
914,,,,,,,,,,,100578239
915,,,,,,,,,,,100578243
916,,,,,,,,,,,100578245
917,,,,,,,,,,,100578246
918,,,,,,,,,,,100578247
919,,,,,,,,,,,100578248
920,,,,,,,,,,,100578249
921,,,,,,,,,,,100578252
922,,,,,,,,,,,100578253
923,,,,,,,,,,,100578255
924,,,,,,,,,,,100578257
925,,,,,,,,,,,100578259
926,,,,,,,,,,,100578260
927,,,,,,,,,,,100578262
928,,,,,,,,,,,100578263
929,,,,,,,,,,,100578266
930,,,,,,,,,,,100578269
931,,,,,,,,,,,100578271
932,,,,,,,,,,,100578276
933,,,,,,,,,,,100578277
934,,,,,,,,,,,100578281
935,,,,,,,,,,,100578286
936,,,,,,,,,,,100578289
937,,,,,,,,,,,100578296
938,,,,,,,,,,,100578298
939,,,,,,,,,,,100578300
940,,,,,,,,,,,100578307
941,,,,,,,,,,,100578309
942,,,,,,,,,,,100578311
943,,,,,,,,,,,100578314
944,,,,,,,,,,,100578316
945,,,,,,,,,,,100578321
946,,,,,,,,,,,100578323
947,,,,,,,,,,,100578329
948,,,,,,,,,,,100578330
949,,,,,,,,,,,100578332
950,,,,,,,,,,,100578334
951,,,,,,,,,,,100578337
952,,,,,,,,,,,100578339
953,,,,,,,,,,,100578341
954,,,,,,,,,,,100578345
955,,,,,,,,,,,100578346
956,,,,,,,,,,,100578349
957,,,,,,,,,,,100578352
958,,,,,,,,,,,100578355
959,,,,,,,,,,,100578356
960,,,,,,,,,,,100578360
961,,,,,,,,,,,100578363
962,,,,,,,,,,,100578368
963,,,,,,,,,,,100578370
964,,,,,,,,,,,100578380
965,,,,,,,,,,,100578382
966,,,,,,,,,,,100578386
967,,,,,,,,,,,100578388
968,,,,,,,,,,,100578389
969,,,,,,,,,,,100578397
970,,,,,,,,,,,100578399
971,,,,,,,,,,,100578400
972,,,,,,,,,,,100578402
973,,,,,,,,,,,100578404
974,,,,,,,,,,,100578406
975,,,,,,,,,,,100578412
976,,,,,,,,,,,100578413
977,,,,,,,,,,,100578417
978,,,,,,,,,,,100578418
979,,,,,,,,,,,100578420
980,,,,,,,,,,,100578421
981,,,,,,,,,,,100578423
982,,,,,,,,,,,100578424
983,,,,,,,,,,,100578428
984,,,,,,,,,,,100578429
985,,,,,,,,,,,100578433
986,,,,,,,,,,,100578434
987,,,,,,,,,,,100578437
988,,,,,,,,,,,100578439
989,,,,,,,,,,,100578442
990,,,,,,,,,,,100578443
991,,,,,,,,,,,100578445
992,,,,,,,,,,,100578446
993,,,,,,,,,,,100578448
994,,,,,,,,,,,100578450
995,,,,,,,,,,,100578464
996,,,,,,,,,,,100578466
997,,,,,,,,,,,100578467
998,,,,,,,,,,,100578468
999,,,,,,,,,,,100578472
1000,,,,,,,,,,,100578473
1001,,,,,,,,,,,100578476
1002,,,,,,,,,,,100578478
1003,,,,,,,,,,,100578479
1004,,,,,,,,,,,100578482
1005,,,,,,,,,,,100578483
1006,,,,,,,,,,,100578484
1007,,,,,,,,,,,100578498
1008,,,,,,,,,,,100578502
1009,,,,,,,,,,,100578503
1010,,,,,,,,,,,100578506
1011,,,,,,,,,,,100578507
1012,,,,,,,,,,,100578512
1013,,,,,,,,,,,100578513
1014,,,,,,,,,,,100578514
1015,,,,,,,,,,,100578515
1016,,,,,,,,,,,100578519
1017,,,,,,,,,,,100578520
1018,,,,,,,,,,,100578522
1019,,,,,,,,,,,100578523
1020,,,,,,,,,,,100578524
1021,,,,,,,,,,,100578526
1022,,,,,,,,,,,100578529
1023,,,,,,,,,,,100578530
1024,,,,,,,,,,,100578532
1025,,,,,,,,,,,100578534
1026,,,,,,,,,,,100578537
1027,,,,,,,,,,,100578540
1028,,,,,,,,,,,100578542
1029,,,,,,,,,,,100578543
1030,,,,,,,,,,,100578546
1031,,,,,,,,,,,100578547
1032,,,,,,,,,,,100578548
1033,,,,,,,,,,,100578551
1034,,,,,,,,,,,100578556
1035,,,,,,,,,,,100578557
1036,,,,,,,,,,,100578559
1037,,,,,,,,,,,100578560
1038,,,,,,,,,,,100578561
1039,,,,,,,,,,,100578562
1040,,,,,,,,,,,100578563
1041,,,,,,,,,,,100578566
1042,,,,,,,,,,,100578571
1043,,,,,,,,,,,100578575
1044,,,,,,,,,,,100578576
1045,,,,,,,,,,,100578579
1046,,,,,,,,,,,100578580
1047,,,,,,,,,,,100578581
1048,,,,,,,,,,,100578586
1049,,,,,,,,,,,100578587
1050,,,,,,,,,,,100578592
1051,,,,,,,,,,,100578597
1052,,,,,,,,,,,100578600
1053,,,,,,,,,,,100578602
1054,,,,,,,,,,,100578606
1055,,,,,,,,,,,100578609
1056,,,,,,,,,,,100578611
1057,,,,,,,,,,,100578613
1058,,,,,,,,,,,100578614
1059,,,,,,,,,,,100578617
1060,,,,,,,,,,,100578618
1061,,,,,,,,,,,100578621
1062,,,,,,,,,,,100578624
1063,,,,,,,,,,,100578625
1064,,,,,,,,,,,100578628
1065,,,,,,,,,,,100578629
1066,,,,,,,,,,,100578631
1067,,,,,,,,,,,100578641
1068,,,,,,,,,,,100578649
1069,,,,,,,,,,,100578651
1070,,,,,,,,,,,100578653
1071,,,,,,,,,,,100578654
1072,,,,,,,,,,,100578660
1073,,,,,,,,,,,100578661
1074,,,,,,,,,,,100578662
1075,,,,,,,,,,,100578664
1076,,,,,,,,,,,100578665
1077,,,,,,,,,,,100578666
1078,,,,,,,,,,,100578668
1079,,,,,,,,,,,100578672
1080,,,,,,,,,,,100578674
1081,,,,,,,,,,,100578680
1082,,,,,,,,,,,100578684
1083,,,,,,,,,,,100578685
1084,,,,,,,,,,,100578691
1085,,,,,,,,,,,100578694
1086,,,,,,,,,,,100578696
1087,,,,,,,,,,,100578697
1088,,,,,,,,,,,100578698
1089,,,,,,,,,,,100578699
1090,,,,,,,,,,,100578703
1091,,,,,,,,,,,100578704
1092,,,,,,,,,,,100578705
1093,,,,,,,,,,,100578706
1094,,,,,,,,,,,100578708
1095,,,,,,,,,,,100578709
1096,,,,,,,,,,,100578713
1097,,,,,,,,,,,100578714
1098,,,,,,,,,,,100578715
1099,,,,,,,,,,,100578716
1100,,,,,,,,,,,100578718
1101,,,,,,,,,,,100578719
1102,,,,,,,,,,,100578721
1103,,,,,,,,,,,100578723
1104,,,,,,,,,,,100578724
1105,,,,,,,,,,,100578725
1106,,,,,,,,,,,100578726
1107,,,,,,,,,,,100578727
1108,,,,,,,,,,,100578729
1109,,,,,,,,,,,100578730
1110,,,,,,,,,,,100578731
1111,,,,,,,,,,,100578732
1112,,,,,,,,,,,100578733
1113,,,,,,,,,,,100578734
1114,,,,,,,,,,,100578735
1115,,,,,,,,,,,100578736
1116,,,,,,,,,,,100578739
1117,,,,,,,,,,,100578743
1118,,,,,,,,,,,100578744
1119,,,,,,,,,,,100578745
1120,,,,,,,,,,,100578746
1121,,,,,,,,,,,100578751
1122,,,,,,,,,,,100578752
1123,,,,,,,,,,,100578763
1124,,,,,,,,,,,100578769
1125,,,,,,,,,,,100578770
1126,,,,,,,,,,,100578773
1127,,,,,,,,,,,100578774
1128,,,,,,,,,,,100578776
1129,,,,,,,,,,,100578779
1130,,,,,,,,,,,100578780
