"","Phero_genes","Food_genes","interxn_genes","allDEG","Food_down","Food_up","EBO_down","EBO_up","BP_up","BP_down","BPvEBO_up","BPvEBO_down","background"
"278",NA,"408818",NA,"551935",NA,NA,NA,NA,NA,NA,NA,NA,"100576848"
"279",NA,"409924",NA,"727110",NA,NA,NA,NA,NA,NA,NA,NA,"100576850"
"280",NA,"410066",NA,"725305",NA,NA,NA,NA,NA,NA,NA,NA,"100576851"
"281",NA,"413370",NA,"107963970",NA,NA,NA,NA,NA,NA,NA,NA,"100576853"
"282",NA,"726742",NA,"113219195",NA,NA,NA,NA,NA,NA,NA,NA,"100576855"
"283",NA,"726223",NA,"406093",NA,NA,NA,NA,NA,NA,NA,NA,"100576859"
"284",NA,"552417",NA,"107964020",NA,NA,NA,NA,NA,NA,NA,NA,"100576862"
"285",NA,"410706",NA,"100577725",NA,NA,NA,NA,NA,NA,NA,NA,"100576863"
"286",NA,"412074",NA,"726803",NA,NA,NA,NA,NA,NA,NA,NA,"100576864"
"287",NA,"409673",NA,"726750",NA,NA,NA,NA,NA,NA,NA,NA,"100576866"
"288",NA,"100576471",NA,"552391",NA,NA,NA,NA,NA,NA,NA,NA,"100576871"
"289",NA,"410692",NA,"551401",NA,NA,NA,NA,NA,NA,NA,NA,"100576872"
"290",NA,"107964089",NA,"409469",NA,NA,NA,NA,NA,NA,NA,NA,"100576876"
"291",NA,"411805",NA,"410484",NA,NA,NA,NA,NA,NA,NA,NA,"100576878"
"292",NA,"724344",NA,"410824",NA,NA,NA,NA,NA,NA,NA,NA,"100576879"
"293",NA,"408579",NA,"100576745",NA,NA,NA,NA,NA,NA,NA,NA,"100576880"
"294",NA,"410638",NA,"100578084",NA,NA,NA,NA,NA,NA,NA,NA,"100576882"
"295",NA,"412810",NA,"724208",NA,NA,NA,NA,NA,NA,NA,NA,"100576885"
"296",NA,"410229",NA,"724421",NA,NA,NA,NA,NA,NA,NA,NA,"100576894"
"297",NA,"408914",NA,"410621",NA,NA,NA,NA,NA,NA,NA,NA,"100576895"
"298",NA,"411935",NA,"410828",NA,NA,NA,NA,NA,NA,NA,NA,"100576896"
"299",NA,"409781",NA,"100578053",NA,NA,NA,NA,NA,NA,NA,NA,"100576898"
"300",NA,"414037",NA,"552546",NA,NA,NA,NA,NA,NA,NA,NA,"100576902"
"301",NA,"412808",NA,"552277",NA,NA,NA,NA,NA,NA,NA,NA,"100576908"
"302",NA,"100576249",NA,"100576326",NA,NA,NA,NA,NA,NA,NA,NA,"100576912"
"303",NA,"409851",NA,"107964742",NA,NA,NA,NA,NA,NA,NA,NA,"100576915"
"304",NA,"413683",NA,"552832",NA,NA,NA,NA,NA,NA,NA,NA,"100576918"
"305",NA,"100578011",NA,"107965562",NA,NA,NA,NA,NA,NA,NA,NA,"100576919"
"306",NA,"551053",NA,"100578016",NA,NA,NA,NA,NA,NA,NA,NA,"100576924"
"307",NA,"725924",NA,"409666",NA,NA,NA,NA,NA,NA,NA,NA,"100576925"
"308",NA,"724915",NA,"100576895",NA,NA,NA,NA,NA,NA,NA,NA,"100576929"
"309",NA,"725164",NA,"725462",NA,NA,NA,NA,NA,NA,NA,NA,"100576930"
"310",NA,"413676",NA,"551582",NA,NA,NA,NA,NA,NA,NA,NA,"100576932"
"311",NA,"724126",NA,"410960",NA,NA,NA,NA,NA,NA,NA,NA,"100576934"
"312",NA,"726392",NA,"100576478",NA,NA,NA,NA,NA,NA,NA,NA,"100576935"
"313",NA,"112939925",NA,"413560",NA,NA,NA,NA,NA,NA,NA,NA,"100576938"
"314",NA,"102655905",NA,"725008",NA,NA,NA,NA,NA,NA,NA,NA,"100576945"
"315",NA,"724619",NA,"113218532",NA,NA,NA,NA,NA,NA,NA,NA,"100576948"
"316",NA,"102654480",NA,"551428",NA,NA,NA,NA,NA,NA,NA,NA,"100576951"
"317",NA,"408646",NA,"100577112",NA,NA,NA,NA,NA,NA,NA,NA,"100576956"
"318",NA,"552154",NA,"411609",NA,NA,NA,NA,NA,NA,NA,NA,"100576958"
"319",NA,"102656315",NA,"408444",NA,NA,NA,NA,NA,NA,NA,NA,"100576960"
"320",NA,"412484",NA,"552512",NA,NA,NA,NA,NA,NA,NA,NA,"100576961"
"321",NA,"102654354",NA,"102653713",NA,NA,NA,NA,NA,NA,NA,NA,"100576963"
"322",NA,"113219349",NA,"724776",NA,NA,NA,NA,NA,NA,NA,NA,"100576965"
"323",NA,"100576758",NA,"113218956",NA,NA,NA,NA,NA,NA,NA,NA,"100576966"
"324",NA,"100576961",NA,"408453",NA,NA,NA,NA,NA,NA,NA,NA,"100576967"
"325",NA,"408807",NA,"409095",NA,NA,NA,NA,NA,NA,NA,NA,"100576968"
"326",NA,NA,NA,"551579",NA,NA,NA,NA,NA,NA,NA,NA,"100576972"
"327",NA,NA,NA,"113219336",NA,NA,NA,NA,NA,NA,NA,NA,"100576974"
"328",NA,NA,NA,"551806",NA,NA,NA,NA,NA,NA,NA,NA,"100576975"
"329",NA,NA,NA,"102654896",NA,NA,NA,NA,NA,NA,NA,NA,"100576976"
"330",NA,NA,NA,"100577890",NA,NA,NA,NA,NA,NA,NA,NA,"100576983"
"331",NA,NA,NA,"100578366",NA,NA,NA,NA,NA,NA,NA,NA,"100576985"
"332",NA,NA,NA,"410228",NA,NA,NA,NA,NA,NA,NA,NA,"100576989"
"333",NA,NA,NA,"102654666",NA,NA,NA,NA,NA,NA,NA,NA,"100576990"
"334",NA,NA,NA,"107965272",NA,NA,NA,NA,NA,NA,NA,NA,"100576993"
"335",NA,NA,NA,"726247",NA,NA,NA,NA,NA,NA,NA,NA,"100576994"
"336",NA,NA,NA,"100576307",NA,NA,NA,NA,NA,NA,NA,NA,"100576996"
"337",NA,NA,NA,"725776",NA,NA,NA,NA,NA,NA,NA,NA,"100577000"
"338",NA,NA,NA,"102654792",NA,NA,NA,NA,NA,NA,NA,NA,"100577002"
"339",NA,NA,NA,"100578173",NA,NA,NA,NA,NA,NA,NA,NA,"100577003"
"340",NA,NA,NA,"410583",NA,NA,NA,NA,NA,NA,NA,NA,"100577004"
"341",NA,NA,NA,"724390",NA,NA,NA,NA,NA,NA,NA,NA,"100577014"
"342",NA,NA,NA,"411846",NA,NA,NA,NA,NA,NA,NA,NA,"100577017"
"343",NA,NA,NA,"725500",NA,NA,NA,NA,NA,NA,NA,NA,"100577019"
"344",NA,NA,NA,"102654625",NA,NA,NA,NA,NA,NA,NA,NA,"100577020"
"345",NA,NA,NA,"412663",NA,NA,NA,NA,NA,NA,NA,NA,"100577024"
"346",NA,NA,NA,"551077",NA,NA,NA,NA,NA,NA,NA,NA,"100577026"
"347",NA,NA,NA,"100576277",NA,NA,NA,NA,NA,NA,NA,NA,"100577027"
"348",NA,NA,NA,"724378",NA,NA,NA,NA,NA,NA,NA,NA,"100577028"
"349",NA,NA,NA,"107965165",NA,NA,NA,NA,NA,NA,NA,NA,"100577030"
"350",NA,NA,NA,"413749",NA,NA,NA,NA,NA,NA,NA,NA,"100577033"
"351",NA,NA,NA,"409025",NA,NA,NA,NA,NA,NA,NA,NA,"100577044"
"352",NA,NA,NA,"411159",NA,NA,NA,NA,NA,NA,NA,NA,"100577045"
"353",NA,NA,NA,"726361",NA,NA,NA,NA,NA,NA,NA,NA,"100577046"
"354",NA,NA,NA,"100578929",NA,NA,NA,NA,NA,NA,NA,NA,"100577047"
"355",NA,NA,NA,"100578361",NA,NA,NA,NA,NA,NA,NA,NA,"100577050"
"356",NA,NA,NA,"100577772",NA,NA,NA,NA,NA,NA,NA,NA,"100577053"
"357",NA,NA,NA,"408864",NA,NA,NA,NA,NA,NA,NA,NA,"100577060"
"358",NA,NA,NA,"726205",NA,NA,NA,NA,NA,NA,NA,NA,"100577073"
"359",NA,NA,NA,"100576681",NA,NA,NA,NA,NA,NA,NA,NA,"100577074"
"360",NA,NA,NA,"408525",NA,NA,NA,NA,NA,NA,NA,NA,"100577080"
"361",NA,NA,NA,"726126",NA,NA,NA,NA,NA,NA,NA,NA,"100577081"
"362",NA,NA,NA,"107965038",NA,NA,NA,NA,NA,NA,NA,NA,"100577082"
"363",NA,NA,NA,"411452",NA,NA,NA,NA,NA,NA,NA,NA,"100577092"
"364",NA,NA,NA,"100578816",NA,NA,NA,NA,NA,NA,NA,NA,"100577094"
"365",NA,NA,NA,"100577699",NA,NA,NA,NA,NA,NA,NA,NA,"100577098"
"366",NA,NA,NA,"726814",NA,NA,NA,NA,NA,NA,NA,NA,"100577101"
"367",NA,NA,NA,"551850",NA,NA,NA,NA,NA,NA,NA,NA,"100577102"
"368",NA,NA,NA,"552738",NA,NA,NA,NA,NA,NA,NA,NA,"100577106"
"369",NA,NA,NA,"411253",NA,NA,NA,NA,NA,NA,NA,NA,"100577107"
"370",NA,NA,NA,"413000",NA,NA,NA,NA,NA,NA,NA,NA,"100577112"
"371",NA,NA,NA,"100577017",NA,NA,NA,NA,NA,NA,NA,NA,"100577113"
"372",NA,NA,NA,"113219297",NA,NA,NA,NA,NA,NA,NA,NA,"100577118"
"373",NA,NA,NA,"725606",NA,NA,NA,NA,NA,NA,NA,NA,"100577120"
"374",NA,NA,NA,"551799",NA,NA,NA,NA,NA,NA,NA,NA,"100577121"
"375",NA,NA,NA,"725688",NA,NA,NA,NA,NA,NA,NA,NA,"100577122"
"376",NA,NA,NA,"107964152",NA,NA,NA,NA,NA,NA,NA,NA,"100577127"
"377",NA,NA,NA,"406146",NA,NA,NA,NA,NA,NA,NA,NA,"100577132"
"378",NA,NA,NA,"100578464",NA,NA,NA,NA,NA,NA,NA,NA,"100577136"
"379",NA,NA,NA,"726260",NA,NA,NA,NA,NA,NA,NA,NA,"100577138"
"380",NA,NA,NA,"100578678",NA,NA,NA,NA,NA,NA,NA,NA,"100577139"
"381",NA,NA,NA,"552419",NA,NA,NA,NA,NA,NA,NA,NA,"100577140"
"382",NA,NA,NA,"409861",NA,NA,NA,NA,NA,NA,NA,NA,"100577142"
"383",NA,NA,NA,"102655465",NA,NA,NA,NA,NA,NA,NA,NA,"100577145"
"384",NA,NA,NA,"411303",NA,NA,NA,NA,NA,NA,NA,NA,"100577146"
"385",NA,NA,NA,"408732",NA,NA,NA,NA,NA,NA,NA,NA,"100577149"
"386",NA,NA,NA,"102653945",NA,NA,NA,NA,NA,NA,NA,NA,"100577155"
"387",NA,NA,NA,"102654095",NA,NA,NA,NA,NA,NA,NA,NA,"100577159"
"388",NA,NA,NA,"552766",NA,NA,NA,NA,NA,NA,NA,NA,"100577163"
"389",NA,NA,NA,"725074",NA,NA,NA,NA,NA,NA,NA,NA,"100577165"
"390",NA,NA,NA,"552318",NA,NA,NA,NA,NA,NA,NA,NA,"100577168"
"391",NA,NA,NA,"551678",NA,NA,NA,NA,NA,NA,NA,NA,"100577174"
"392",NA,NA,NA,"725245",NA,NA,NA,NA,NA,NA,NA,NA,"100577180"
"393",NA,NA,NA,"552780",NA,NA,NA,NA,NA,NA,NA,NA,"100577181"
"394",NA,NA,NA,"412694",NA,NA,NA,NA,NA,NA,NA,NA,"100577188"
"395",NA,NA,NA,"100577053",NA,NA,NA,NA,NA,NA,NA,NA,"100577189"
"396",NA,NA,NA,"102656661",NA,NA,NA,NA,NA,NA,NA,NA,"100577192"
"397",NA,NA,NA,"410517",NA,NA,NA,NA,NA,NA,NA,NA,"100577194"
"398",NA,NA,NA,"102655779",NA,NA,NA,NA,NA,NA,NA,NA,"100577196"
"399",NA,NA,NA,"408965",NA,NA,NA,NA,NA,NA,NA,NA,"100577197"
"400",NA,NA,NA,"552811",NA,NA,NA,NA,NA,NA,NA,NA,"100577198"
"401",NA,NA,NA,"413186",NA,NA,NA,NA,NA,NA,NA,NA,"100577202"
"402",NA,NA,NA,"100577980",NA,NA,NA,NA,NA,NA,NA,NA,"100577209"
"403",NA,NA,NA,"725414",NA,NA,NA,NA,NA,NA,NA,NA,"100577213"
"404",NA,NA,NA,"552028",NA,NA,NA,NA,NA,NA,NA,NA,"100577214"
"405",NA,NA,NA,"726818",NA,NA,NA,NA,NA,NA,NA,NA,"100577216"
"406",NA,NA,NA,"551553",NA,NA,NA,NA,NA,NA,NA,NA,"100577220"
"407",NA,NA,NA,"724756",NA,NA,NA,NA,NA,NA,NA,NA,"100577221"
"408",NA,NA,NA,"409124",NA,NA,NA,NA,NA,NA,NA,NA,"100577222"
"409",NA,NA,NA,"100578113",NA,NA,NA,NA,NA,NA,NA,NA,"100577226"
"410",NA,NA,NA,"552799",NA,NA,NA,NA,NA,NA,NA,NA,"100577228"
"411",NA,NA,NA,"413997",NA,NA,NA,NA,NA,NA,NA,NA,"100577231"
"412",NA,NA,NA,"551005",NA,NA,NA,NA,NA,NA,NA,NA,"100577237"
"413",NA,NA,NA,"411100",NA,NA,NA,NA,NA,NA,NA,NA,"100577239"
"414",NA,NA,NA,"102655243",NA,NA,NA,NA,NA,NA,NA,NA,"100577242"
"415",NA,NA,NA,"100578467",NA,NA,NA,NA,NA,NA,NA,NA,"100577250"
"416",NA,NA,NA,"412602",NA,NA,NA,NA,NA,NA,NA,NA,"100577252"
"417",NA,NA,NA,"413867",NA,NA,NA,NA,NA,NA,NA,NA,"100577253"
"418",NA,NA,NA,"725483",NA,NA,NA,NA,NA,NA,NA,NA,"100577254"
"419",NA,NA,NA,"113218716",NA,NA,NA,NA,NA,NA,NA,NA,"100577257"
"420",NA,NA,NA,"552493",NA,NA,NA,NA,NA,NA,NA,NA,"100577263"
"421",NA,NA,NA,"552503",NA,NA,NA,NA,NA,NA,NA,NA,"100577264"
"422",NA,NA,NA,"107964035",NA,NA,NA,NA,NA,NA,NA,NA,"100577268"
"423",NA,NA,NA,"724188",NA,NA,NA,NA,NA,NA,NA,NA,"100577269"
"424",NA,NA,NA,"726886",NA,NA,NA,NA,NA,NA,NA,NA,"100577272"
"425",NA,NA,NA,"410059",NA,NA,NA,NA,NA,NA,NA,NA,"100577273"
"426",NA,NA,NA,"551710",NA,NA,NA,NA,NA,NA,NA,NA,"100577279"
"427",NA,NA,NA,"726586",NA,NA,NA,NA,NA,NA,NA,NA,"100577280"
"428",NA,NA,NA,"100576151",NA,NA,NA,NA,NA,NA,NA,NA,"100577283"
"429",NA,NA,NA,"725274",NA,NA,NA,NA,NA,NA,NA,NA,"100577285"
"430",NA,NA,NA,"550956",NA,NA,NA,NA,NA,NA,NA,NA,"100577288"
"431",NA,NA,NA,"550659",NA,NA,NA,NA,NA,NA,NA,NA,"100577291"
"432",NA,NA,NA,"551552",NA,NA,NA,NA,NA,NA,NA,NA,"100577293"
"433",NA,NA,NA,"724536",NA,NA,NA,NA,NA,NA,NA,NA,"100577295"
"434",NA,NA,NA,"725938",NA,NA,NA,NA,NA,NA,NA,NA,"100577296"
"435",NA,NA,NA,"412574",NA,NA,NA,NA,NA,NA,NA,NA,"100577300"
"436",NA,NA,NA,"100576600",NA,NA,NA,NA,NA,NA,NA,NA,"100577302"
"437",NA,NA,NA,"725388",NA,NA,NA,NA,NA,NA,NA,NA,"100577306"
"438",NA,NA,NA,"411976",NA,NA,NA,NA,NA,NA,NA,NA,"100577307"
"439",NA,NA,NA,"727479",NA,NA,NA,NA,NA,NA,NA,NA,"100577308"
"440",NA,NA,NA,"412169",NA,NA,NA,NA,NA,NA,NA,NA,"100577309"
"441",NA,NA,NA,"552402",NA,NA,NA,NA,NA,NA,NA,NA,"100577320"
"442",NA,NA,NA,"411167",NA,NA,NA,NA,NA,NA,NA,NA,"100577322"
"443",NA,NA,NA,"726373",NA,NA,NA,NA,NA,NA,NA,NA,"100577324"
"444",NA,NA,NA,"726445",NA,NA,NA,NA,NA,NA,NA,NA,"100577325"
"445",NA,NA,NA,"552095",NA,NA,NA,NA,NA,NA,NA,NA,"100577332"
"446",NA,NA,NA,"410216",NA,NA,NA,NA,NA,NA,NA,NA,"100577334"
"447",NA,NA,NA,"409942",NA,NA,NA,NA,NA,NA,NA,NA,"100577335"
"448",NA,NA,NA,"409105",NA,NA,NA,NA,NA,NA,NA,NA,"100577336"
"449",NA,NA,NA,"100577214",NA,NA,NA,NA,NA,NA,NA,NA,"100577341"
"450",NA,NA,NA,"406153",NA,NA,NA,NA,NA,NA,NA,NA,"100577342"
"451",NA,NA,NA,"408922",NA,NA,NA,NA,NA,NA,NA,NA,"100577343"
"452",NA,NA,NA,"100578563",NA,NA,NA,NA,NA,NA,NA,NA,"100577344"
"453",NA,NA,NA,"552139",NA,NA,NA,NA,NA,NA,NA,NA,"100577346"
"454",NA,NA,NA,"413407",NA,NA,NA,NA,NA,NA,NA,NA,"100577347"
"455",NA,NA,NA,"411420",NA,NA,NA,NA,NA,NA,NA,NA,"100577348"
"456",NA,NA,NA,"411361",NA,NA,NA,NA,NA,NA,NA,NA,"100577351"
"457",NA,NA,NA,"102655751",NA,NA,NA,NA,NA,NA,NA,NA,"100577358"
"458",NA,NA,NA,"411047",NA,NA,NA,NA,NA,NA,NA,NA,"100577363"
"459",NA,NA,NA,"408714",NA,NA,NA,NA,NA,NA,NA,NA,"100577364"
"460",NA,NA,NA,"726710",NA,NA,NA,NA,NA,NA,NA,NA,"100577367"
"461",NA,NA,NA,"410905",NA,NA,NA,NA,NA,NA,NA,NA,"100577369"
"462",NA,NA,NA,"408969",NA,NA,NA,NA,NA,NA,NA,NA,"100577376"
"463",NA,NA,NA,"408818",NA,NA,NA,NA,NA,NA,NA,NA,"100577377"
"464",NA,NA,NA,"409924",NA,NA,NA,NA,NA,NA,NA,NA,"100577378"
"465",NA,NA,NA,"410066",NA,NA,NA,NA,NA,NA,NA,NA,"100577385"
"466",NA,NA,NA,"413370",NA,NA,NA,NA,NA,NA,NA,NA,"100577386"
"467",NA,NA,NA,"726742",NA,NA,NA,NA,NA,NA,NA,NA,"100577393"
"468",NA,NA,NA,"726223",NA,NA,NA,NA,NA,NA,NA,NA,"100577394"
"469",NA,NA,NA,"410706",NA,NA,NA,NA,NA,NA,NA,NA,"100577397"
"470",NA,NA,NA,"412074",NA,NA,NA,NA,NA,NA,NA,NA,"100577401"
"471",NA,NA,NA,"409673",NA,NA,NA,NA,NA,NA,NA,NA,"100577406"
"472",NA,NA,NA,"100576471",NA,NA,NA,NA,NA,NA,NA,NA,"100577407"
"473",NA,NA,NA,"410692",NA,NA,NA,NA,NA,NA,NA,NA,"100577408"
"474",NA,NA,NA,"107964089",NA,NA,NA,NA,NA,NA,NA,NA,"100577409"
"475",NA,NA,NA,"411805",NA,NA,NA,NA,NA,NA,NA,NA,"100577418"
"476",NA,NA,NA,"724344",NA,NA,NA,NA,NA,NA,NA,NA,"100577422"
"477",NA,NA,NA,"408579",NA,NA,NA,NA,NA,NA,NA,NA,"100577423"
"478",NA,NA,NA,"410638",NA,NA,NA,NA,NA,NA,NA,NA,"100577428"
"479",NA,NA,NA,"410229",NA,NA,NA,NA,NA,NA,NA,NA,"100577430"
"480",NA,NA,NA,"408914",NA,NA,NA,NA,NA,NA,NA,NA,"100577449"
"481",NA,NA,NA,"411935",NA,NA,NA,NA,NA,NA,NA,NA,"100577450"
"482",NA,NA,NA,"414037",NA,NA,NA,NA,NA,NA,NA,NA,"100577451"
"483",NA,NA,NA,"412808",NA,NA,NA,NA,NA,NA,NA,NA,"100577452"
"484",NA,NA,NA,"100576249",NA,NA,NA,NA,NA,NA,NA,NA,"100577454"
"485",NA,NA,NA,"409851",NA,NA,NA,NA,NA,NA,NA,NA,"100577455"
"486",NA,NA,NA,"413683",NA,NA,NA,NA,NA,NA,NA,NA,"100577456"
"487",NA,NA,NA,"100578011",NA,NA,NA,NA,NA,NA,NA,NA,"100577466"
"488",NA,NA,NA,"725924",NA,NA,NA,NA,NA,NA,NA,NA,"100577472"
"489",NA,NA,NA,"724915",NA,NA,NA,NA,NA,NA,NA,NA,"100577481"
"490",NA,NA,NA,"725164",NA,NA,NA,NA,NA,NA,NA,NA,"100577491"
"491",NA,NA,NA,"413676",NA,NA,NA,NA,NA,NA,NA,NA,"100577492"
"492",NA,NA,NA,"724126",NA,NA,NA,NA,NA,NA,NA,NA,"100577493"
"493",NA,NA,NA,"726392",NA,NA,NA,NA,NA,NA,NA,NA,"100577497"
"494",NA,NA,NA,"112939925",NA,NA,NA,NA,NA,NA,NA,NA,"100577498"
"495",NA,NA,NA,"102655905",NA,NA,NA,NA,NA,NA,NA,NA,"100577499"
"496",NA,NA,NA,"724619",NA,NA,NA,NA,NA,NA,NA,NA,"100577501"
"497",NA,NA,NA,"102654480",NA,NA,NA,NA,NA,NA,NA,NA,"100577504"
"498",NA,NA,NA,"408646",NA,NA,NA,NA,NA,NA,NA,NA,"100577506"
"499",NA,NA,NA,"552154",NA,NA,NA,NA,NA,NA,NA,NA,"100577515"
"500",NA,NA,NA,"102656315",NA,NA,NA,NA,NA,NA,NA,NA,"100577517"
"501",NA,NA,NA,"412484",NA,NA,NA,NA,NA,NA,NA,NA,"100577519"
"502",NA,NA,NA,"102654354",NA,NA,NA,NA,NA,NA,NA,NA,"100577520"
"503",NA,NA,NA,"113219349",NA,NA,NA,NA,NA,NA,NA,NA,"100577522"
"504",NA,NA,NA,"100576758",NA,NA,NA,NA,NA,NA,NA,NA,"100577525"
"505",NA,NA,NA,"100576961",NA,NA,NA,NA,NA,NA,NA,NA,"100577530"
"506",NA,NA,NA,"408807",NA,NA,NA,NA,NA,NA,NA,NA,"100577533"
"507",NA,NA,NA,"107964589",NA,NA,NA,NA,NA,NA,NA,NA,"100577538"
"508",NA,NA,NA,"411132",NA,NA,NA,NA,NA,NA,NA,NA,"100577539"
"509",NA,NA,NA,"100577598",NA,NA,NA,NA,NA,NA,NA,NA,"100577546"
"510",NA,NA,NA,"413097",NA,NA,NA,NA,NA,NA,NA,NA,"100577548"
"511",NA,NA,NA,"552518",NA,NA,NA,NA,NA,NA,NA,NA,"100577551"
"512",NA,NA,NA,"725754",NA,NA,NA,NA,NA,NA,NA,NA,"100577552"
"513",NA,NA,NA,"410272",NA,NA,NA,NA,NA,NA,NA,NA,"100577553"
"514",NA,NA,NA,"100579049",NA,NA,NA,NA,NA,NA,NA,NA,"100577561"
"515",NA,NA,NA,"409715",NA,NA,NA,NA,NA,NA,NA,NA,"100577562"
"516",NA,NA,NA,"551898",NA,NA,NA,NA,NA,NA,NA,NA,"100577569"
"517",NA,NA,NA,"409227",NA,NA,NA,NA,NA,NA,NA,NA,"100577574"
"518",NA,NA,NA,"725757",NA,NA,NA,NA,NA,NA,NA,NA,"100577575"
"519",NA,NA,NA,"100576247",NA,NA,NA,NA,NA,NA,NA,NA,"100577576"
"520",NA,NA,NA,"413356",NA,NA,NA,NA,NA,NA,NA,NA,"100577578"
"521",NA,NA,NA,"726431",NA,NA,NA,NA,NA,NA,NA,NA,"100577579"
"522",NA,NA,NA,"551531",NA,NA,NA,NA,NA,NA,NA,NA,"100577580"
"523",NA,NA,NA,"102656585",NA,NA,NA,NA,NA,NA,NA,NA,"100577582"
"524",NA,NA,NA,"412667",NA,NA,NA,NA,NA,NA,NA,NA,"100577587"
"525",NA,NA,NA,"409703",NA,NA,NA,NA,NA,NA,NA,NA,"100577590"
"526",NA,NA,NA,"724251",NA,NA,NA,NA,NA,NA,NA,NA,"100577594"
"527",NA,NA,NA,"552070",NA,NA,NA,NA,NA,NA,NA,NA,"100577598"
"528",NA,NA,NA,"551379",NA,NA,NA,NA,NA,NA,NA,NA,"100577600"
"529",NA,NA,NA,"100576924",NA,NA,NA,NA,NA,NA,NA,NA,"100577602"
"530",NA,NA,NA,"102655238",NA,NA,NA,NA,NA,NA,NA,NA,"100577603"
"531",NA,NA,NA,"113219416",NA,NA,NA,NA,NA,NA,NA,NA,"100577606"
"532",NA,NA,NA,"408329",NA,NA,NA,NA,NA,NA,NA,NA,"100577607"
"533",NA,NA,NA,"724765",NA,NA,NA,NA,NA,NA,NA,NA,"100577610"
"534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577620"
"535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577623"
"536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577629"
"537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577632"
"538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577635"
"539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577636"
"540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577638"
"541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577640"
"542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577644"
"543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577646"
"544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577648"
"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577649"
"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577651"
"547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577656"
"548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577661"
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577667"
"550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577669"
"551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577670"
"552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577672"
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577673"
"554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577675"
"555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577676"
"556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577678"
"557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577679"
"558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577680"
"559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577681"
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577682"
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577687"
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577689"
"563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577690"
"564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577692"
"565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577693"
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577694"
"567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577696"
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577697"
"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577699"
"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577702"
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577704"
"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577707"
"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100577711"
