taget_id	GeneID
GB42488-RA	GB42488
GB42422-RA	GB42422
GB42489-RA	GB42489
GB42490-RA	GB42490
GB42421-RA	GB42421
GB42491-RA	GB42491
GB42492-RA	GB42492
GB42493-RA	GB42493
GB42420-RA	GB42420
GB42494-RA	GB42494
GB42419-RA	GB42419
GB42495-RA	GB42495
GB42418-RA	GB42418
GB42417-RA	GB42417
GB42496-RA	GB42496
GB42416-RA	GB42416
GB42415-RA	GB42415
GB42497-RA	GB42497
GB42498-RA	GB42498
GB42499-RA	GB42499
GB42414-RA	GB42414
GB42413-RA	GB42413
GB42412-RA	GB42412
GB42500-RA	GB42500
GB42501-RA	GB42501
GB42411-RA	GB42411
GB42410-RA	GB42410
GB42409-RA	GB42409
GB42408-RA	GB42408
GB44330-RA	GB44330
GB44329-RA	GB44329
GB44328-RA	GB44328
GB44331-RA	GB44331
GB44332-RA	GB44332
GB44333-RA	GB44333
GB44327-RA	GB44327
GB44334-RA	GB44334
GB44335-RA	GB44335
GB44326-RA	GB44326
GB44325-RA	GB44325
GB44336-RA	GB44336
GB44324-RA	GB44324
GB44323-RA	GB44323
GB44337-RA	GB44337
GB44321-RA	GB44321
GB44320-RA	GB44320
GB44338-RA	GB44338
GB44319-RA	GB44319
GB44318-RA	GB44318
GB44317-RA	GB44317
GB44339-RA	GB44339
GB44340-RA	GB44340
GB44341-RA	GB44341
GB44342-RA	GB44342
GB44343-RA	GB44343
GB44344-RA	GB44344
GB44316-RA	GB44316
GB44315-RA	GB44315
GB44314-RA	GB44314
GB44345-RA	GB44345
GB44313-RA	GB44313
GB44346-RA	GB44346
GB44347-RA	GB44347
GB44312-RA	GB44312
GB44311-RA	GB44311
GB44348-RA	GB44348
GB44349-RA	GB44349
GB44350-RA	GB44350
GB44351-RA	GB44351
GB44310-RA	GB44310
GB44309-RA	GB44309
GB44308-RA	GB44308
GB44307-RA	GB44307
GB44352-RA	GB44352
GB44306-RA	GB44306
GB44353-RA	GB44353
GB44354-RA	GB44354
GB44305-RA	GB44305
GB44355-RA	GB44355
GB44356-RA	GB44356
GB44304-RA	GB44304
GB44303-RA	GB44303
GB44302-RA	GB44302
GB44301-RA	GB44301
GB44300-RA	GB44300
GB44299-RA	GB44299
GB44357-RA	GB44357
GB44358-RA	GB44358
GB44298-RA	GB44298
GB44359-RA	GB44359
GB44360-RA	GB44360
GB44297-RA	GB44297
GB44361-RA	GB44361
GB44362-RA	GB44362
GB44363-RA	GB44363
GB44364-RA	GB44364
GB44365-RA	GB44365
GB44296-RA	GB44296
GB44366-RA	GB44366
GB44367-RA	GB44367
GB44295-RA	GB44295
GB44294-RA	GB44294
GB44368-RA	GB44368
GB44293-RA	GB44293
GB44292-RA	GB44292
GB44369-RA	GB44369
GB44370-RA	GB44370
GB44291-RA	GB44291
GB44289-RA	GB44289
GB44371-RA	GB44371
GB44288-RA	GB44288
GB44287-RA	GB44287
GB44285-RA	GB44285
GB44284-RA	GB44284
GB44283-RA	GB44283
GB44373-RA	GB44373
GB44281-RA	GB44281
GB44374-RA	GB44374
GB44280-RA	GB44280
GB44279-RA	GB44279
GB44278-RA	GB44278
GB44375-RA	GB44375
GB44277-RA	GB44277
GB44276-RA	GB44276
GB48140-RA	GB48140
GB48142-RA	GB48142
GB48139-RA	GB48139
GB48138-RA	GB48138
GB48137-RA	GB48137
GB48136-RA	GB48136
GB48135-RA	GB48135
GB48134-RA	GB48134
GB48133-RA	GB48133
GB48132-RA	GB48132
GB48131-RA	GB48131
GB48143-RA	GB48143
GB48144-RA	GB48144
GB48145-RA	GB48145
GB48146-RA	GB48146
GB48130-RA	GB48130
GB48147-RA	GB48147
GB48148-RA	GB48148
GB48149-RA	GB48149
GB48129-RA	GB48129
GB48150-RA	GB48150
GB48151-RA	GB48151
GB48128-RA	GB48128
GB48152-RA	GB48152
GB48153-RA	GB48153
GB48154-RA	GB48154
GB48155-RA	GB48155
GB48127-RA	GB48127
GB48156-RA	GB48156
GB48126-RA	GB48126
GB48157-RA	GB48157
GB48125-RA	GB48125
GB48124-RA	GB48124
GB48158-RA	GB48158
GB48159-RA	GB48159
GB48160-RA	GB48160
GB48123-RA	GB48123
GB48161-RA	GB48161
GB48162-RA	GB48162
GB48163-RA	GB48163
GB48122-RA	GB48122
GB48121-RA	GB48121
GB48164-RA	GB48164
GB48165-RA	GB48165
GB48119-RA	GB48119
GB48166-RA	GB48166
GB48167-RA	GB48167
GB48118-RA	GB48118
GB48117-RA	GB48117
GB48169-RA	GB48169
GB48115-RA	GB48115
GB48114-RA	GB48114
GB48113-RA	GB48113
GB48170-RA	GB48170
GB48112-RA	GB48112
GB48171-RA	GB48171
GB48111-RA	GB48111
GB48172-RA	GB48172
GB48110-RA	GB48110
GB48109-RA	GB48109
GB48108-RA	GB48108
GB48173-RA	GB48173
GB48174-RA	GB48174
GB48107-RA	GB48107
GB48175-RA	GB48175
GB48105-RA	GB48105
GB48176-RA	GB48176
GB48177-RA	GB48177
GB48178-RA	GB48178
GB48104-RA	GB48104
GB48103-RA	GB48103
GB48102-RA	GB48102
GB48101-RA	GB48101
GB48100-RA	GB48100
GB48099-RA	GB48099
GB48179-RA	GB48179
GB48180-RA	GB48180
GB48098-RA	GB48098
GB48181-RA	GB48181
GB48097-RA	GB48097
GB48096-RA	GB48096
GB48182-RA	GB48182
GB48183-RA	GB48183
GB48095-RA	GB48095
GB52881-RA	GB52881
GB52880-RA	GB52880
GB52879-RA	GB52879
GB52878-RA	GB52878
GB52882-RA	GB52882
GB52883-RA	GB52883
GB52877-RA	GB52877
GB52876-RA	GB52876
GB52875-RA	GB52875
GB52874-RA	GB52874
GB49699-RA	GB49699
GB49698-RA	GB49698
GB49696-RA	GB49696
GB49695-RA	GB49695
GB49694-RA	GB49694
GB49700-RA	GB49700
GB49693-RA	GB49693
GB49692-RA	GB49692
GB49701-RA	GB49701
GB49702-RA	GB49702
GB49703-RA	GB49703
GB49691-RA	GB49691
GB49704-RA	GB49704
GB49690-RA	GB49690
GB49705-RA	GB49705
GB49706-RA	GB49706
GB49689-RA	GB49689
GB49688-RA	GB49688
GB49687-RA	GB49687
GB49708-RA	GB49708
GB49709-RA	GB49709
GB49686-RA	GB49686
GB49710-RA	GB49710
GB49685-RA	GB49685
GB49684-RA	GB49684
GB49683-RA	GB49683
GB49682-RA	GB49682
GB49681-RA	GB49681
GB49680-RA	GB49680
GB44253-RA	GB44253
GB44254-RA	GB44254
GB44255-RA	GB44255
GB44256-RA	GB44256
GB44257-RA	GB44257
GB44252-RA	GB44252
GB44258-RA	GB44258
GB44259-RA	GB44259
GB44251-RA	GB44251
GB44260-RA	GB44260
GB44250-RA	GB44250
GB44261-RA	GB44261
GB44249-RA	GB44249
GB44262-RA	GB44262
GB44248-RA	GB44248
GB44263-RA	GB44263
GB44264-RA	GB44264
GB44247-RA	GB44247
GB44245-RA	GB44245
GB44265-RA	GB44265
GB44267-RA	GB44267
GB44269-RA	GB44269
GB44238-RA	GB44238
GB44271-RA	GB44271
GB44237-RA	GB44237
GB46258-RA	GB46258
GB46259-RA	GB46259
GB46257-RA	GB46257
GB46260-RA	GB46260
GB46256-RA	GB46256
GB46261-RA	GB46261
GB46262-RA	GB46262
GB46255-RA	GB46255
GB46254-RA	GB46254
GB46263-RA	GB46263
GB46253-RA	GB46253
GB46264-RA	GB46264
GB46252-RA	GB46252
GB46251-RA	GB46251
GB46250-RA	GB46250
GB46265-RA	GB46265
GB46249-RA	GB46249
GB46266-RA	GB46266
GB46248-RA	GB46248
GB46247-RA	GB46247
GB46267-RA	GB46267
GB46246-RA	GB46246
GB46268-RA	GB46268
GB46269-RA	GB46269
GB46270-RA	GB46270
GB46245-RA	GB46245
GB46244-RA	GB46244
GB46271-RA	GB46271
GB46243-RA	GB46243
GB46272-RA	GB46272
GB46242-RA	GB46242
GB46241-RA	GB46241
GB46273-RA	GB46273
GB46240-RA	GB46240
GB46274-RA	GB46274
GB46275-RA	GB46275
GB46276-RA	GB46276
GB46277-RA	GB46277
GB42540-RA	GB42540
GB42541-RA	GB42541
GB42542-RA	GB42542
GB42543-RA	GB42543
GB42539-RA	GB42539
GB42538-RA	GB42538
GB42537-RA	GB42537
GB42544-RA	GB42544
GB42545-RA	GB42545
GB42547-RA	GB42547
GB42548-RA	GB42548
GB42536-RA	GB42536
GB42535-RA	GB42535
GB42549-RA	GB42549
GB42550-RA	GB42550
GB42551-RA	GB42551
GB42534-RA	GB42534
GB42533-RA	GB42533
GB42552-RA	GB42552
GB42553-RA	GB42553
GB42554-RA	GB42554
GB42531-RA	GB42531
GB42555-RA	GB42555
GB42556-RA	GB42556
GB42557-RA	GB42557
GB42530-RA	GB42530
GB42558-RA	GB42558
GB42529-RA	GB42529
GB42559-RA	GB42559
GB42560-RA	GB42560
GB42527-RA	GB42527
GB42526-RA	GB42526
GB42561-RA	GB42561
GB42562-RA	GB42562
GB42525-RA	GB42525
GB42563-RA	GB42563
GB42564-RA	GB42564
GB42565-RA	GB42565
GB42524-RA	GB42524
GB42523-RA	GB42523
GB42522-RA	GB42522
GB42566-RA	GB42566
GB42521-RA	GB42521
GB42567-RA	GB42567
GB42520-RA	GB42520
GB42568-RA	GB42568
GB42519-RA	GB42519
GB47883-RA	GB47883
GB47882-RA	GB47882
GB47884-RA	GB47884
GB47885-RA	GB47885
GB47881-RA	GB47881
GB47880-RA	GB47880
GB47886-RA	GB47886
GB47879-RA	GB47879
GB47878-RA	GB47878
GB47877-RA	GB47877
GB47876-RA	GB47876
GB47875-RA	GB47875
GB47874-RA	GB47874
GB47873-RA	GB47873
GB47887-RA	GB47887
GB47872-RA	GB47872
GB47888-RA	GB47888
GB47871-RA	GB47871
GB47889-RA	GB47889
GB47890-RA	GB47890
GB47891-RA	GB47891
GB47870-RA	GB47870
GB47892-RA	GB47892
GB47869-RA	GB47869
GB47893-RA	GB47893
GB47894-RA	GB47894
GB52838-RA	GB52838
GB52837-RA	GB52837
GB52836-RA	GB52836
GB52839-RA	GB52839
GB52840-RA	GB52840
GB52835-RA	GB52835
GB52834-RA	GB52834
GB52833-RA	GB52833
GB52841-RA	GB52841
GB52832-RA	GB52832
GB52831-RA	GB52831
GB52830-RA	GB52830
GB52842-RA	GB52842
GB52843-RA	GB52843
GB52844-RA	GB52844
GB52845-RA	GB52845
GB52846-RA	GB52846
GB52847-RA	GB52847
GB52829-RA	GB52829
GB52827-RA	GB52827
GB52848-RA	GB52848
GB52849-RA	GB52849
GB52826-RA	GB52826
GB52850-RA	GB52850
GB52851-RA	GB52851
GB52852-RA	GB52852
GB52825-RA	GB52825
GB52824-RA	GB52824
GB52822-RA	GB52822
GB52853-RA	GB52853
GB52821-RA	GB52821
GB52854-RA	GB52854
GB52820-RA	GB52820
GB52819-RA	GB52819
GB54803-RA	GB54803
GB54804-RA	GB54804
GB54805-RA	GB54805
GB54806-RA	GB54806
GB54807-RA	GB54807
GB54808-RA	GB54808
GB54809-RA	GB54809
GB54802-RA	GB54802
GB54810-RA	GB54810
GB54811-RA	GB54811
GB54812-RA	GB54812
GB54813-RA	GB54813
GB54798-RA	GB54798
GB54814-RA	GB54814
GB54815-RA	GB54815
GB54816-RA	GB54816
GB54797-RA	GB54797
GB54817-RA	GB54817
GB54818-RA	GB54818
GB54796-RA	GB54796
GB54795-RA	GB54795
GB54794-RA	GB54794
GB48057-RA	GB48057
GB48058-RA	GB48058
GB48059-RA	GB48059
GB48060-RA	GB48060
GB48056-RA	GB48056
GB48055-RA	GB48055
GB48061-RA	GB48061
GB48062-RA	GB48062
GB48053-RA	GB48053
GB48063-RA	GB48063
GB48052-RA	GB48052
GB48051-RA	GB48051
GB48050-RA	GB48050
GB48048-RA	GB48048
GB48064-RA	GB48064
GB48065-RA	GB48065
GB48047-RA	GB48047
GB48066-RA	GB48066
GB48067-RA	GB48067
GB48068-RA	GB48068
GB48046-RA	GB48046
GB48045-RA	GB48045
GB48851-RA	GB48851
GB48850-RA	GB48850
GB48849-RA	GB48849
GB48852-RA	GB48852
GB48848-RA	GB48848
GB48853-RA	GB48853
GB48854-RA	GB48854
GB48847-RA	GB48847
GB48846-RA	GB48846
GB48845-RA	GB48845
GB48855-RA	GB48855
GB48856-RA	GB48856
GB48857-RA	GB48857
GB48858-RA	GB48858
GB48859-RA	GB48859
GB48844-RA	GB48844
GB48860-RA	GB48860
GB48861-RA	GB48861
GB48843-RA	GB48843
GB48842-RA	GB48842
GB48841-RA	GB48841
GB48862-RA	GB48862
GB48863-RA	GB48863
GB48840-RA	GB48840
GB48839-RA	GB48839
GB48838-RA	GB48838
GB48864-RA	GB48864
GB51177-RA	GB51177
GB47854-RA	GB47854
GB47855-RA	GB47855
GB47853-RA	GB47853
GB47852-RA	GB47852
GB47851-RA	GB47851
GB41977-RA	GB41977
GB41979-RA	GB41979
GB41980-RA	GB41980
GB41976-RA	GB41976
GB41975-RA	GB41975
GB41981-RA	GB41981
GB41974-RA	GB41974
GB41982-RA	GB41982
GB41973-RA	GB41973
GB41983-RA	GB41983
GB41985-RA	GB41985
GB41972-RA	GB41972
GB41970-RA	GB41970
GB41969-RA	GB41969
GB41968-RA	GB41968
GB41986-RA	GB41986
GB41987-RA	GB41987
GB41988-RA	GB41988
GB41967-RA	GB41967
GB41989-RA	GB41989
GB41990-RA	GB41990
GB41991-RA	GB41991
GB41992-RA	GB41992
GB41966-RA	GB41966
GB41965-RA	GB41965
GB41993-RA	GB41993
GB41964-RA	GB41964
GB41994-RA	GB41994
GB41995-RA	GB41995
GB41996-RA	GB41996
GB41997-RA	GB41997
GB41963-RA	GB41963
GB41998-RA	GB41998
GB41999-RA	GB41999
GB42000-RA	GB42000
GB41962-RA	GB41962
GB41961-RA	GB41961
GB41960-RA	GB41960
GB41959-RA	GB41959
GB46342-RA	GB46342
GB51713-RA	GB51713
GB51714-RA	GB51714
GB51712-RA	GB51712
GB51710-RA	GB51710
GB51709-RA	GB51709
GB51707-RA	GB51707
GB51706-RA	GB51706
GB51715-RA	GB51715
GB51705-RA	GB51705
GB51704-RA	GB51704
GB51703-RA	GB51703
GB51716-RA	GB51716
GB51702-RA	GB51702
GB51717-RA	GB51717
GB51701-RA	GB51701
GB51718-RA	GB51718
GB51700-RA	GB51700
GB51699-RA	GB51699
GB51698-RA	GB51698
GB51697-RA	GB51697
GB51696-RA	GB51696
GB51695-RA	GB51695
GB51719-RA	GB51719
GB51694-RA	GB51694
GB51720-RA	GB51720
GB51693-RA	GB51693
GB51721-RA	GB51721
GB51722-RA	GB51722
GB51692-RA	GB51692
GB51723-RA	GB51723
GB51724-RA	GB51724
GB51691-RA	GB51691
GB51725-RA	GB51725
GB51690-RA	GB51690
GB51726-RA	GB51726
GB51689-RA	GB51689
GB51688-RA	GB51688
GB51686-RA	GB51686
GB51685-RA	GB51685
GB51727-RA	GB51727
GB51684-RA	GB51684
GB51683-RA	GB51683
GB51682-RA	GB51682
GB51728-RA	GB51728
GB51681-RA	GB51681
GB51680-RA	GB51680
GB51679-RA	GB51679
GB51677-RA	GB51677
GB51729-RA	GB51729
GB51730-RA	GB51730
GB51731-RA	GB51731
GB51732-RA	GB51732
GB51676-RA	GB51676
GB51733-RA	GB51733
GB51675-RA	GB51675
GB51734-RA	GB51734
GB51674-RA	GB51674
GB51735-RA	GB51735
GB51673-RA	GB51673
GB51736-RA	GB51736
GB51672-RA	GB51672
GB51671-RA	GB51671
GB51670-RA	GB51670
GB51668-RA	GB51668
GB51667-RA	GB51667
GB51737-RA	GB51737
GB51738-RA	GB51738
GB51739-RA	GB51739
GB51666-RA	GB51666
GB51665-RA	GB51665
GB51740-RA	GB51740
GB51664-RA	GB51664
GB51663-RA	GB51663
GB51741-RA	GB51741
GB51662-RA	GB51662
GB51661-RA	GB51661
GB51742-RA	GB51742
GB51743-RA	GB51743
GB51660-RA	GB51660
GB51744-RA	GB51744
GB51659-RA	GB51659
GB51745-RA	GB51745
GB51746-RA	GB51746
GB51658-RA	GB51658
GB51747-RA	GB51747
GB51748-RA	GB51748
GB51657-RA	GB51657
GB51749-RA	GB51749
GB51750-RA	GB51750
GB51751-RA	GB51751
GB51656-RA	GB51656
GB51752-RA	GB51752
GB51753-RA	GB51753
GB51655-RA	GB51655
GB51754-RA	GB51754
GB51654-RA	GB51654
GB51755-RA	GB51755
GB51756-RA	GB51756
GB51757-RA	GB51757
GB51758-RA	GB51758
GB51759-RA	GB51759
GB51760-RA	GB51760
GB51653-RA	GB51653
GB51652-RA	GB51652
GB51761-RA	GB51761
GB51651-RA	GB51651
GB51650-RA	GB51650
GB51649-RA	GB51649
GB51762-RA	GB51762
GB51648-RA	GB51648
GB51763-RA	GB51763
GB51647-RA	GB51647
GB51764-RA	GB51764
GB51646-RA	GB51646
GB51645-RA	GB51645
GB51766-RA	GB51766
GB51767-RA	GB51767
GB51768-RA	GB51768
GB52591-RA	GB52591
GB52590-RA	GB52590
GB52589-RA	GB52589
GB52592-RA	GB52592
GB52588-RA	GB52588
GB52593-RA	GB52593
GB52594-RA	GB52594
GB52595-RA	GB52595
GB52596-RA	GB52596
GB52597-RA	GB52597
GB52598-RA	GB52598
GB52587-RA	GB52587
GB52599-RA	GB52599
GB52600-RA	GB52600
GB52601-RA	GB52601
GB52585-RA	GB52585
GB52584-RA	GB52584
GB52583-RA	GB52583
GB52582-RA	GB52582
GB52602-RA	GB52602
GB52603-RA	GB52603
GB52604-RA	GB52604
GB52605-RA	GB52605
GB51409-RA	GB51409
GB51408-RA	GB51408
GB51410-RA	GB51410
GB51411-RA	GB51411
GB51407-RA	GB51407
GB51413-RA	GB51413
GB51414-RA	GB51414
GB51406-RA	GB51406
GB51405-RA	GB51405
GB51404-RA	GB51404
GB51416-RA	GB51416
GB51403-RA	GB51403
GB51418-RA	GB51418
GB51402-RA	GB51402
GB51401-RA	GB51401
GB51419-RA	GB51419
GB51420-RA	GB51420
GB51400-RA	GB51400
GB51421-RA	GB51421
GB51399-RA	GB51399
GB51398-RA	GB51398
GB51422-RA	GB51422
GB51423-RA	GB51423
GB51424-RA	GB51424
GB51425-RA	GB51425
GB51396-RA	GB51396
GB51426-RA	GB51426
GB51427-RA	GB51427
GB51395-RA	GB51395
GB51394-RA	GB51394
GB41156-RA	GB41156
GB41157-RA	GB41157
GB41155-RA	GB41155
GB41154-RA	GB41154
GB41158-RA	GB41158
GB41153-RA	GB41153
GB41159-RA	GB41159
GB41152-RA	GB41152
GB41160-RA	GB41160
GB41151-RA	GB41151
GB41161-RA	GB41161
GB41150-RA	GB41150
GB41162-RA	GB41162
GB41149-RA	GB41149
GB41163-RA	GB41163
GB41148-RA	GB41148
GB41164-RA	GB41164
GB41147-RA	GB41147
GB41165-RA	GB41165
GB41166-RA	GB41166
GB41146-RA	GB41146
GB41145-RA	GB41145
GB41167-RA	GB41167
GB41168-RA	GB41168
GB41143-RA	GB41143
GB41142-RA	GB41142
GB41141-RA	GB41141
GB41140-RA	GB41140
GB41169-RA	GB41169
GB41139-RA	GB41139
GB41138-RA	GB41138
GB41170-RA	GB41170
GB41171-RA	GB41171
GB41137-RA	GB41137
GB41172-RA	GB41172
GB41136-RA	GB41136
GB41173-RA	GB41173
GB41135-RA	GB41135
GB41174-RA	GB41174
GB41134-RA	GB41134
GB41133-RA	GB41133
GB41175-RA	GB41175
GB41132-RA	GB41132
GB41176-RA	GB41176
GB41177-RA	GB41177
GB41178-RA	GB41178
GB41179-RA	GB41179
GB41180-RA	GB41180
GB41131-RA	GB41131
GB41130-RA	GB41130
GB41181-RA	GB41181
GB41129-RA	GB41129
GB41128-RA	GB41128
GB41127-RA	GB41127
GB41126-RA	GB41126
GB41182-RA	GB41182
GB41123-RA	GB41123
GB41122-RA	GB41122
GB41121-RA	GB41121
GB41120-RA	GB41120
GB41119-RA	GB41119
GB41118-RA	GB41118
GB41117-RA	GB41117
GB41116-RA	GB41116
GB41183-RA	GB41183
GB41115-RA	GB41115
GB41184-RA	GB41184
GB40447-RA	GB40447
GB40446-RA	GB40446
GB40448-RA	GB40448
GB40445-RA	GB40445
GB40449-RA	GB40449
GB40444-RA	GB40444
GB40450-RA	GB40450
GB40443-RA	GB40443
GB40451-RA	GB40451
GB40442-RA	GB40442
GB40441-RA	GB40441
GB40452-RA	GB40452
GB40440-RA	GB40440
GB40439-RA	GB40439
GB40438-RA	GB40438
GB40437-RA	GB40437
GB40436-RA	GB40436
GB40435-RA	GB40435
GB40434-RA	GB40434
GB40433-RA	GB40433
GB40432-RA	GB40432
GB40453-RA	GB40453
GB40431-RA	GB40431
GB40430-RA	GB40430
GB40454-RA	GB40454
GB40429-RA	GB40429
GB40456-RA	GB40456
GB40457-RA	GB40457
GB40428-RA	GB40428
GB40459-RA	GB40459
GB40427-RA	GB40427
GB40460-RA	GB40460
GB40426-RA	GB40426
GB40425-RA	GB40425
GB40461-RA	GB40461
GB40424-RA	GB40424
GB40462-RA	GB40462
GB40463-RA	GB40463
GB40423-RA	GB40423
GB40422-RA	GB40422
GB40464-RA	GB40464
GB40421-RA	GB40421
GB40420-RA	GB40420
GB40419-RA	GB40419
GB40418-RA	GB40418
GB40466-RA	GB40466
GB40417-RA	GB40417
GB40467-RA	GB40467
GB40468-RA	GB40468
GB40416-RA	GB40416
GB40469-RA	GB40469
GB40470-RA	GB40470
GB40471-RA	GB40471
GB40472-RA	GB40472
GB40415-RA	GB40415
GB40414-RA	GB40414
GB40473-RA	GB40473
GB40474-RA	GB40474
GB40475-RA	GB40475
GB40413-RA	GB40413
GB40477-RA	GB40477
GB40478-RA	GB40478
GB40412-RA	GB40412
GB40411-RA	GB40411
GB40410-RA	GB40410
GB40479-RA	GB40479
GB40409-RA	GB40409
GB40480-RA	GB40480
GB40481-RA	GB40481
GB40408-RA	GB40408
GB40407-RA	GB40407
GB40406-RA	GB40406
GB40483-RA	GB40483
GB40405-RA	GB40405
GB40403-RA	GB40403
GB40485-RA	GB40485
GB40486-RA	GB40486
GB40401-RA	GB40401
GB40400-RA	GB40400
GB40489-RA	GB40489
GB40399-RA	GB40399
GB40490-RA	GB40490
GB40398-RA	GB40398
GB40491-RA	GB40491
GB40397-RA	GB40397
GB40492-RA	GB40492
GB40493-RA	GB40493
GB40396-RA	GB40396
GB40395-RA	GB40395
GB40494-RA	GB40494
GB40495-RA	GB40495
GB40496-RA	GB40496
GB40497-RA	GB40497
GB40394-RA	GB40394
GB40498-RA	GB40498
GB40393-RA	GB40393
GB40499-RA	GB40499
GB40500-RA	GB40500
GB40501-RA	GB40501
GB40392-RA	GB40392
GB40502-RA	GB40502
GB40503-RA	GB40503
GB40391-RA	GB40391
GB40390-RA	GB40390
GB40504-RA	GB40504
GB40505-RA	GB40505
GB40506-RA	GB40506
GB40389-RA	GB40389
GB40507-RA	GB40507
GB40508-RA	GB40508
GB40509-RA	GB40509
GB40388-RA	GB40388
GB40510-RA	GB40510
GB40387-RA	GB40387
GB40511-RA	GB40511
GB40512-RA	GB40512
GB40386-RA	GB40386
GB40513-RA	GB40513
GB40385-RA	GB40385
GB40384-RA	GB40384
GB40383-RA	GB40383
GB40514-RA	GB40514
GB40515-RA	GB40515
GB40382-RA	GB40382
GB40381-RA	GB40381
GB40516-RA	GB40516
GB40517-RA	GB40517
GB40379-RA	GB40379
GB40378-RA	GB40378
GB40519-RA	GB40519
GB40377-RA	GB40377
GB40376-RA	GB40376
GB40520-RA	GB40520
GB40521-RA	GB40521
GB40375-RA	GB40375
GB40522-RA	GB40522
GB40523-RA	GB40523
GB40373-RA	GB40373
GB40372-RA	GB40372
GB40524-RA	GB40524
GB40525-RA	GB40525
GB40526-RA	GB40526
GB40527-RA	GB40527
GB40529-RA	GB40529
GB40530-RA	GB40530
GB40370-RA	GB40370
GB40369-RA	GB40369
GB40531-RA	GB40531
GB40368-RA	GB40368
GB40367-RA	GB40367
GB40532-RA	GB40532
GB40366-RA	GB40366
GB40533-RA	GB40533
GB40534-RA	GB40534
GB40365-RA	GB40365
GB40364-RA	GB40364
GB40535-RA	GB40535
GB40363-RA	GB40363
GB40536-RA	GB40536
GB40537-RA	GB40537
GB40362-RA	GB40362
GB40538-RA	GB40538
GB40361-RA	GB40361
GB40539-RA	GB40539
GB40360-RA	GB40360
GB40540-RA	GB40540
GB40541-RA	GB40541
GB40542-RA	GB40542
GB40359-RA	GB40359
GB40543-RA	GB40543
GB40544-RA	GB40544
GB40545-RA	GB40545
GB40358-RA	GB40358
GB40357-RA	GB40357
GB40546-RA	GB40546
GB40356-RA	GB40356
GB40547-RA	GB40547
GB40548-RA	GB40548
GB40355-RA	GB40355
GB40354-RA	GB40354
GB40353-RA	GB40353
GB40549-RA	GB40549
GB40550-RA	GB40550
GB40352-RA	GB40352
GB40552-RA	GB40552
GB40351-RA	GB40351
GB40553-RA	GB40553
GB40554-RA	GB40554
GB40350-RA	GB40350
GB40555-RA	GB40555
GB40349-RA	GB40349
GB40556-RA	GB40556
GB40348-RA	GB40348
GB40347-RA	GB40347
GB40346-RA	GB40346
GB40345-RA	GB40345
GB40558-RA	GB40558
GB40559-RA	GB40559
GB40344-RA	GB40344
GB40343-RA	GB40343
GB40560-RA	GB40560
GB40342-RA	GB40342
GB40341-RA	GB40341
GB40561-RA	GB40561
GB40340-RA	GB40340
GB40562-RA	GB40562
GB40563-RA	GB40563
GB40564-RA	GB40564
GB40339-RA	GB40339
GB40565-RA	GB40565
GB40338-RA	GB40338
GB40337-RA	GB40337
GB40336-RA	GB40336
GB40566-RA	GB40566
GB40335-RA	GB40335
GB40567-RA	GB40567
GB54524-RA	GB54524
GB54523-RA	GB54523
GB54525-RA	GB54525
GB54522-RA	GB54522
GB54521-RA	GB54521
GB54526-RA	GB54526
GB54520-RA	GB54520
GB54527-RA	GB54527
GB54528-RA	GB54528
GB54529-RA	GB54529
GB54530-RA	GB54530
GB54519-RA	GB54519
GB54518-RA	GB54518
GB54531-RA	GB54531
GB54517-RA	GB54517
GB54516-RA	GB54516
GB54532-RA	GB54532
GB54533-RA	GB54533
GB54534-RA	GB54534
GB54514-RA	GB54514
GB54535-RA	GB54535
GB54537-RA	GB54537
GB54538-RA	GB54538
GB54539-RA	GB54539
GB54513-RA	GB54513
GB54540-RA	GB54540
GB54512-RA	GB54512
GB54511-RA	GB54511
GB54541-RA	GB54541
GB54510-RA	GB54510
GB54542-RA	GB54542
GB54543-RA	GB54543
GB54508-RA	GB54508
GB54544-RA	GB54544
GB54545-RA	GB54545
GB54507-RA	GB54507
GB54546-RA	GB54546
GB54506-RA	GB54506
GB54505-RA	GB54505
GB54504-RA	GB54504
GB54547-RA	GB54547
GB54503-RA	GB54503
GB54548-RA	GB54548
GB54502-RA	GB54502
GB54549-RA	GB54549
GB54550-RA	GB54550
GB54501-RA	GB54501
GB54551-RA	GB54551
GB54552-RA	GB54552
GB54500-RA	GB54500
GB54499-RA	GB54499
GB54553-RA	GB54553
GB54554-RA	GB54554
GB54555-RA	GB54555
GB54498-RA	GB54498
GB54556-RA	GB54556
GB54497-RA	GB54497
GB54496-RA	GB54496
GB54495-RA	GB54495
GB54557-RA	GB54557
GB54493-RA	GB54493
GB54558-RA	GB54558
GB54559-RA	GB54559
GB54492-RA	GB54492
GB43864-RA	GB43864
GB43866-RA	GB43866
GB43867-RA	GB43867
GB43863-RA	GB43863
GB43868-RA	GB43868
GB43869-RA	GB43869
GB43862-RA	GB43862
GB43870-RA	GB43870
GB43871-RA	GB43871
GB43861-RA	GB43861
GB43872-RA	GB43872
GB43860-RA	GB43860
GB43873-RA	GB43873
GB43859-RA	GB43859
GB43858-RA	GB43858
GB43874-RA	GB43874
GB43857-RA	GB43857
GB43875-RA	GB43875
GB43856-RA	GB43856
GB43876-RA	GB43876
GB43855-RA	GB43855
GB43854-RA	GB43854
GB43877-RA	GB43877
GB43879-RA	GB43879
