background,MEdarkgrey,MElightgreen,MEpink,MEdarkgreen,MEcyan,MElightcyan,MEyellow,MEsteelblue,MEskyblue,MEsaddlebrown,MEsalmon,MEgreenyellow,MEorange,MEmidnightblue,MEwhite,MEred,MEbrown,MEviolet,MEgrey60,MEdarkorange,MElightyellow,MEmagenta,MEpurple
GB16006,LOC113218927,LOC102654088,GB48343,LOC113218548,GB55070,LOC100577890,GB44129,,,,GB50743,GB47454,GB55906,GB51806,,GB46132,GB43367,,GB53550,,LOC102653890,GB47566,GB49859
GB16100,LOC113218928,LOC102654122,GB48350,LOC113218748,GB55202,LOC100577929,GB44147,,,,GB50923,GB47458,LOC102653588,GB51847,,GB46145,GB43403,,GB53677,,LOC102653958,GB47567,GB49946
GB16303,LOC113219127,LOC102654175,GB48362,LOC113218812,GB55203,LOC100577978,GB44170,,,,GB50945,GB47570,LOC102653810,GB51900,,GB46257,GB43455,,GB53696,,LOC102653993,GB47725,GB50184
GB16306,LOC113219195,LOC102654257,GB48425,LOC113218814,GB55204,LOC100578016,GB44205,,,,GB50960,GB47591,LOC102654069,GB52164,,GB46362,GB43502,,GB53830,,LOC102654188,GB47735,GB50204
GB16339,LOC113219231,LOC102654300,GB48432,LOC113218837,GB55212,LOC100578053,GB44206,,,,GB51124,GB47602,LOC102654626,GB52283,,GB46371,GB43517,,GB54203,,LOC102654429,GB47810,GB50219
GB16351,LOC113219241,LOC102654581,GB48435,LOC113218847,GB55213,LOC100578082,GB44294,,,,GB51126,GB47623,LOC102654791,GB52577,,GB46376,GB43591,,GB54294,,LOC102654534,GB47831,GB50277
GB16485,LOC113219253,LOC102654772,GB48497,LOC113218867,GB55224,LOC100578283,GB44431,,,,GB51246,GB47663,LOC102656258,GB52619,,GB46412,GB43623,,GB54350,,LOC102654557,GB47901,GB50377
GB16493,LOC113219400,LOC102654792,GB48512,LOC113218889,GB55375,LOC100578366,GB44479,,,,GB51281,GB48411,LOC107965825,GB52749,,GB46513,GB43705,,GB54852,,LOC102654896,GB47968,GB50521
GB16496,LOC725500,LOC102654804,GB48555,LOC113218949,GB55378,LOC102653649,GB44492,,,,GB51535,GB48444,LOC113218774,GB52798,,GB46694,GB43761,,GB54932,,LOC102655235,GB47992,GB50535
GB16665,LOC726803,LOC102654929,GB48727,LOC113218978,GB55498,LOC102653713,GB44520,,,,GB51763,GB48531,LOC113218987,GB52805,,GB46720,GB43789,,GB54988,,LOC102655278,GB48115,GB50570
GB16670,Mir13a,LOC102654950,GB48806,LOC113219248,GB55610,LOC102653841,GB44550,,,,GB51917,GB48642,LOC724313,GB53033,,GB47020,GB43791,,GB54996,,LOC102655282,GB48337,GB50658
GB16679,Mir3477,LOC102654995,GB48850,LOC409060,GB55864,LOC102653945,GB44559,,,,GB52101,GB49012,,GB53069,,GB47037,GB43848,,GB55036,,LOC102655291,GB48599,GB50757
GB16725,,LOC102655078,GB48961,LOC551176,GB56018,LOC102653978,GB44576,,,,GB52524,GB49040,,GB53147,,GB47057,GB43867,,GB55039,,LOC102655783,GB48671,GB50876
GB16765,,LOC102655158,GB48965,LOC551369,LOC100576183,LOC102654020,GB44704,,,,GB52612,GB49090,,GB53337,,GB47105,GB43991,,GB55214,,LOC102655819,GB48677,GB50985
GB16891,,LOC102655185,GB49053,LOC725381,LOC100576301,LOC102654089,GB44718,,,,GB52691,GB49114,,GB53604,,GB47118,GB44017,,GB55302,,LOC102655881,GB48831,GB51060
GB17084,,LOC102655645,GB49323,LOC725936,LOC100576419,LOC102654166,GB44749,,,,GB52755,GB49156,,GB53609,,GB47138,GB44061,,GB55355,,LOC102656029,GB48924,GB51063
GB17100,,LOC102655781,GB49336,Mir124,LOC100577453,LOC102654625,GB44893,,,,GB52812,GB49344,,GB53717,,GB47146,GB44072,,GB55426,,LOC102656252,GB49093,GB51134
GB17175,,LOC102655862,GB49372,TpnCIIa,LOC100577974,LOC102654649,GB44894,,,,GB52894,GB49371,,GB53861,,GB47398,GB44098,,GB55429,,LOC102656598,GB49110,GB51202
GB17364,,LOC102655864,GB49380,,LOC100578187,LOC102654659,GB44969,,,,GB53078,GB49414,,GB53908,,GB47399,GB44100,,GB55587,,LOC102656821,GB49297,GB51542
GB17444,,LOC102655870,GB49501,,LOC100578698,LOC102654766,GB45012,,,,GB53133,GB49425,,GB54104,,GB47493,GB44119,,GB55693,,LOC102656830,GB49304,GB51560
GB17447,,LOC102655928,GB49628,,LOC102653584,LOC102654812,GB45047,,,,GB53142,GB49427,,GB54167,,GB47502,GB44122,,GB55767,,LOC107963976,GB49318,GB51584
GB17579,,LOC102655966,GB49871,,LOC102653655,LOC102654940,GB45158,,,,GB53155,GB49456,,GB54205,,GB47675,GB44140,,GB56028,,LOC107964187,GB49342,GB51834
GB17597,,LOC102656015,GB49901,,LOC102653680,LOC102655020,GB45181,,,,GB53172,GB49486,,GB54364,,GB47728,GB44203,,LOC100576288,,LOC107964197,GB49537,GB51874
GB17617,,LOC102656182,GB49929,,LOC102653781,LOC102655144,GB45258,,,,GB53317,GB49500,,GB54450,,GB47767,GB44207,,LOC100577014,,LOC107964221,GB49570,GB51894
GB17622,,LOC102656186,GB49973,,LOC102653835,LOC102655243,GB45285,,,,GB53376,GB49518,,GB54540,,GB47770,GB44302,,LOC100577437,,LOC107964545,GB49792,GB51897
GB17625,,LOC102656189,GB49981,,LOC102653840,LOC102655355,GB45286,,,,GB53666,GB49539,,GB54585,,GB47804,GB44321,,LOC100577753,,LOC107964750,GB49796,GB51904
GB17627,,LOC102656265,GB50013,,LOC102654113,LOC102655373,GB45334,,,,GB53713,GB49776,,GB54654,,GB47954,GB44325,,LOC100578474,,LOC107965098,GB49982,GB51940
GB17637,,LOC102656410,GB50055,,LOC102654142,LOC102655465,GB45369,,,,GB53825,GB50004,,GB54681,,GB48052,GB44331,,LOC100578965,,LOC107965228,GB50078,GB52090
GB17655,,LOC102656472,GB50101,,LOC102654210,LOC102655567,GB45374,,,,GB53932,GB50069,,GB54683,,GB48063,GB44336,,LOC102653634,,LOC107965459,GB50181,GB52252
GB17754,,LOC102656539,GB50148,,LOC102654376,LOC102655605,GB45427,,,,GB54019,GB50094,,GB54685,,GB48081,GB44358,,LOC102653698,,LOC113218562,GB50244,GB52266
GB17757,,LOC102656658,GB50178,,LOC102654381,LOC102655635,GB45435,,,,GB54336,GB50128,,GB54697,,GB48165,GB44363,,LOC102653821,,LOC113218584,GB50392,GB52326
GB17781,,LOC102656780,GB50217,,LOC102654417,LOC102655676,GB45476,,,,GB54378,GB50156,,GB54741,,GB48243,GB44383,,LOC102653832,,LOC113218592,GB50427,GB52328
GB17791,,LOC102656786,GB50228,,LOC102654440,LOC102655682,GB45640,,,,GB54582,GB50198,,GB54938,,GB48271,GB44400,,LOC102653940,,LOC113218636,GB50497,GB52361
GB17793,,LOC107963999,GB50232,,LOC102654523,LOC102655707,GB45673,,,,GB54583,GB50216,,GB55014,,GB48278,GB44402,,LOC102654016,,LOC113218769,GB50629,GB52379
GB17859,,LOC107964045,GB50265,,LOC102654639,LOC102655815,GB45739,,,,GB54592,GB50243,,GB55017,,GB48363,GB44425,,LOC102654316,,LOC113218786,GB50779,GB52508
GB17883,,LOC107964158,GB50530,,LOC102654763,LOC102655835,GB45824,,,,GB54780,GB50276,,GB55056,,GB48446,GB44430,,LOC102654628,,LOC113218908,GB50840,GB52625
GB17977,,LOC107964635,GB50545,,LOC102654852,LOC102655844,GB45831,,,,GB55009,GB50337,,GB55187,,GB48659,GB44464,,LOC102654750,,LOC113218990,GB50841,GB52877
GB18049,,LOC107964652,GB50561,,LOC102654964,LOC102655857,GB45843,,,,GB55074,GB50420,,GB55365,,GB48665,GB44485,,LOC102654823,,LOC113219092,GB50847,GB53038
GB18136,,LOC107964668,GB50593,,LOC102655018,LOC102655946,GB45854,,,,GB55147,GB50473,,GB55371,,GB48691,GB44544,,LOC102654831,,LOC113219156,GB50966,GB53124
GB18300,,LOC107964724,GB50596,,LOC102655032,LOC102655968,GB45863,,,,GB55233,GB50647,,GB55439,,GB48760,GB44577,,LOC102654924,,LOC113219264,GB50978,GB53301
GB18327,,LOC107964868,GB50648,,LOC102655268,LOC102656171,GB45908,,,,GB55306,GB50809,,GB55563,,GB48763,GB44582,,LOC102655437,,LOC725981,GB50993,GB53340
GB18353,,LOC107965289,GB50795,,LOC102655332,LOC102656244,GB45952,,,,GB55351,GB50822,,GB55568,,GB48811,GB44607,,LOC102655522,,Mir3719,GB51043,GB53592
GB18386,,LOC107965291,GB50970,,LOC102655438,LOC102656299,GB46074,,,,GB55573,GB50833,,GB55893,,GB48813,GB44671,,LOC102655568,,Mir3727,GB51071,GB53751
GB18954,,LOC107965318,GB51238,,LOC102655507,LOC102656321,GB46249,,,,GB55582,GB50946,,GB55918,,GB48828,GB44678,,LOC102655788,,Mir92b-1,GB51077,GB53778
GB19003,,LOC107965409,GB51290,,LOC102655591,LOC102656390,GB46286,,,,GB55916,GB51015,,LOC100576165,,GB48855,GB44682,,LOC102655849,,TRK-UUU,GB51079,GB53782
GB19037,,LOC107965596,GB51354,,LOC102655764,LOC102656490,GB46337,,,,GB55984,GB51033,,LOC100576925,,GB48936,GB44685,,LOC102656121,,,GB51366,GB53790
GB19069,,LOC113218518,GB51356,,LOC102655785,LOC102656513,GB46364,,,,ID=r28342;gbkey=tR;product=tR-Lys,GB51070,,LOC100578363,,GB48962,GB44687,,LOC102656332,,,GB51395,GB53835
GB19079,,LOC113218526,GB51369,,LOC102655794,LOC102656533,GB46373,,,,ID=r28348;anticodon=(pos:10301..10303);gbkey=tR;product=tR-Thr,GB51075,,LOC102653641,,GB48987,GB44701,,LOC102656556,,,GB51495,GB53852
GB19145,,LOC113218598,GB51528,,LOC102656017,LOC102656855,GB46502,,,,LOC100576173,GB51361,,LOC102653777,,GB48988,GB44723,,LOC102656567,,,GB51608,GB54207
GB19146,,LOC113218606,GB51551,,LOC102656050,LOC102656871,GB46562,,,,LOC100577846,GB51421,,LOC102653935,,GB49029,GB44733,,LOC102656608,,,GB51684,GB54419
GB19279,,LOC113218627,GB51580,,LOC102656070,LOC102656919,GB46606,,,,LOC100578002,GB51717,,LOC102653961,,GB49076,GB44768,,LOC107964010,,,GB51690,GB54451
GB19338,,LOC113218672,GB51583,,LOC102656251,LOC107963967,GB46652,,,,LOC100578575,GB51723,,LOC102654012,,GB49273,GB44831,,LOC107964068,,,GB51719,GB54533
GB19408,,LOC113218673,GB51666,,LOC102656548,LOC107964024,GB46688,,,,LOC100578998,GB51756,,LOC102654159,,GB49416,GB44948,,LOC107964676,,,GB51908,GB54537
GB19515,,LOC113219062,GB51673,,LOC102656552,LOC107964103,GB46750,,,,LOC102653640,GB51964,,LOC102654384,,GB49567,GB45017,,LOC107964762,,,GB51938,GB54538
GB19797,,LOC113219113,GB51797,,LOC102656594,LOC107964138,GB46776,,,,LOC102653727,GB51999,,LOC102654398,,GB49723,GB45031,,LOC107964820,,,GB51954,GB54689
GB19920,,LOC113219116,GB51833,,LOC102656824,LOC107964204,GB46845,,,,LOC102654349,GB52012,,LOC102654465,,GB49749,GB45054,,LOC107964845,,,GB52030,GB54719
GB19967,,LOC113219120,GB51844,,LOC102656862,LOC107964344,GB46900,,,,LOC102654388,GB52153,,LOC102654498,,GB49763,GB45079,,LOC107964977,,,GB52152,GB54796
GB19975,,LOC113219187,GB51967,,LOC102656882,LOC107964510,GB46954,,,,LOC102654495,GB52255,,LOC102654890,,GB49775,GB45086,,LOC107965230,,,GB52349,GB54910
GB20047,,LOC113219315,GB52004,,LOC107964038,LOC107964742,GB46985,,,,LOC102654640,GB52421,,LOC102655238,,GB49915,GB45092,,LOC107965355,,,GB52356,GB54995
GB20104,,LOC113219320,GB52023,,LOC107964132,LOC107964872,GB47000,,,,LOC102654652,GB52529,,LOC102655363,,GB49969,GB45098,,LOC107965421,,,GB52404,GB55032
GB30104,,LOC406144,GB52036,,LOC107964196,LOC107964975,GB47104,,,,LOC102654909,GB52645,,LOC102655461,,GB50011,GB45111,,LOC107966045,,,GB52458,GB55272
GB40007,,Mir100,GB52074,,LOC107964271,LOC107965055,GB47227,,,,LOC102655127,GB52722,,LOC102655746,,GB50100,GB45134,,LOC107966047,,,GB52637,GB55293
GB40012,,Mir6046,GB52097,,LOC107964275,LOC107965211,GB47268,,,,LOC102655152,GB52813,,LOC102655790,,GB50137,GB45151,,LOC113218521,,,GB52638,GB55323
GB40013,,,GB52362,,LOC107964589,LOC107965353,GB47299,,,,LOC102655353,GB52981,,LOC102655842,,GB50332,GB45162,,LOC113218538,,,GB52717,GB55364
GB40014,,,GB52371,,LOC107964592,LOC107965387,GB47392,,,,LOC102655457,GB53029,,LOC102655843,,GB50373,GB45165,,LOC113218619,,,GB52739,GB55480
GB40015,,,GB52390,,LOC107964593,LOC107965434,GB47433,,,,LOC102655897,GB53092,,LOC102655877,,GB50415,GB45167,,LOC113218747,,,GB52982,GB55499
GB40016,,,GB52410,,LOC107964659,LOC107965494,GB47462,,,,LOC102656021,GB53136,,LOC102655898,,GB50434,GB45193,,LOC113218778,,,GB53030,GB55523
GB40017,,,GB52511,,LOC107964661,LOC107965808,GB47478,,,,LOC102656093,GB53146,,LOC102655971,,GB50510,GB45223,,LOC113219060,,,GB53086,GB55538
GB40021,,,GB52597,,LOC107964878,LOC107965859,GB47484,,,,LOC102656137,GB53189,,LOC102656055,,GB50537,GB45235,,LOC113219091,,,GB53183,GB55574
GB40022,,,GB52620,,LOC107965314,LOC113218569,GB47542,,,,LOC102656247,GB53236,,LOC102656529,,GB50562,GB45248,,LOC113219100,,,GB53192,GB55602
GB40027,,,GB52696,,LOC107965350,LOC113218716,GB47553,,,,LOC102656283,GB53238,,LOC102656914,,GB50565,GB45275,,LOC113219160,,,GB53235,GB55650
GB40028,,,GB52702,,LOC107965582,LOC113218764,GB47573,,,,LOC102656360,GB53239,,LOC107963966,,GB50653,GB45284,,LOC113219261,,,GB53324,GB55757
GB40030,,,GB52775,,LOC107965618,LOC113218838,GB47590,,,,LOC102656676,GB53246,,LOC107964398,,GB50690,GB45315,,LOC113219301,,,GB53350,GB55875
GB40031,,,GB52781,,LOC107965714,LOC113218905,GB47635,,,,LOC102656719,GB53289,,LOC107964412,,GB50694,GB45370,,LOC113219311,,,GB53377,GB56017
GB40032,,,GB52854,,LOC107965751,LOC113218966,GB47659,,,,LOC102656759,GB53334,,LOC107964732,,GB50733,GB45389,,LOC113219370,,,GB53430,Ks-1
GB40033,,,GB52948,,LOC107965773,LOC113218976,GB47747,,,,LOC102656812,GB53335,,LOC107964757,,GB50893,GB45417,,LOC113219390,,,GB53622,LOC100576590
GB40047,,,GB53104,,LOC113218517,LOC113219071,GB47772,,,,LOC107963973,GB53434,,LOC107965050,,GB50900,GB45490,,LOC113219421,,,GB53653,LOC100576617
GB40053,,,GB53110,,LOC113218537,LOC113219073,GB47881,,,,LOC107963991,GB53664,,LOC107965313,,GB51034,GB45494,,,,,GB53698,LOC100577306
GB40057,,,GB53116,,LOC113218612,LOC113219161,GB47965,,,,LOC107964597,GB53818,,LOC107965508,,GB51045,GB45498,,,,,GB53735,LOC100577455
GB40061,,,GB53163,,LOC113218625,LOC113219240,GB47987,,,,LOC107964686,GB53828,,LOC107965674,,GB51048,GB45499,,,,,GB53775,LOC100578128
GB40063,,,GB53223,,LOC113218666,LOC113219247,GB47995,,,,LOC107964751,GB53954,,LOC107966087,,GB51104,GB45503,,,,,GB54186,LOC100578508
GB40067,,,GB53257,,LOC113218708,LOC113219254,GB48072,,,,LOC107964998,GB53975,,LOC113218572,,GB51179,GB45509,,,,,GB54356,LOC100820634
GB40069,,,GB53286,,LOC113218841,LOC113219268,GB48100,,,,LOC107965043,GB54091,,LOC113218631,,GB51200,GB45513,,,,,GB54367,LOC102653594
GB40070,,,GB53300,,LOC113218869,LOC113219297,GB48111,,,,LOC107965181,GB54147,,LOC113218709,,GB51287,GB45530,,,,,GB54623,LOC102653657
GB40071,,,GB53312,,LOC113218943,LOC113219305,GB48216,,,,LOC107965270,GB54237,,LOC113218746,,GB51372,GB45567,,,,,GB54659,LOC102653788
GB40072,,,GB53314,,LOC113218960,LOC113219323,GB48219,,,,LOC107965657,GB54283,,LOC113218893,,GB51440,GB45623,,,,,GB54702,LOC102653826
GB40073,,,GB53329,,LOC113219027,LOC113219373,GB48245,,,,LOC107966089,GB54342,,LOC113218999,,GB51441,GB45639,,,,,GB54729,LOC102653957
GB40075,,,GB53345,,LOC113219038,LOC411058,GB48250,,,,LOC113218573,GB54427,,LOC113219080,,GB51522,GB45684,,,,,GB54842,LOC102653989
GB40076,,,GB53373,,LOC113219039,,GB48255,,,,LOC113218624,GB54572,,LOC113219099,,GB51540,GB45694,,,,,GB54918,LOC102654050
GB40077,,,GB53524,,LOC113219061,,GB48256,,,,LOC113218626,GB54608,,LOC113219277,,GB51545,GB45722,,,,,GB54967,LOC102654086
GB40083,,,GB53625,,LOC113219166,,GB48289,,,,LOC113218638,GB54651,,LOC113219339,,GB51558,GB45732,,,,,GB55005,LOC102654161
GB40085,,,GB53641,,LOC113219263,,GB48304,,,,LOC113218639,GB54657,,LOC113219362,,GB51629,GB45746,,,,,GB55006,LOC102654200
GB40086,,,GB53930,,LOC113219288,,GB48308,,,,LOC113218734,GB54855,,LOC113219365,,GB51630,GB45763,,,,,GB55155,LOC102654321
GB40089,,,GB54164,,LOC113219372,,GB48358,,,,LOC113218791,GB54917,,LOC113219393,,GB51646,GB45774,,,,,GB55419,LOC102654387
GB40091,,,GB54216,,LOC408510,,GB48391,,,,LOC113218864,GB54937,,LOC113219410,,GB51657,GB45852,,,,,GB55467,LOC102654393
GB40092,,,GB54258,,LOC409638,,GB48535,,,,LOC113218887,GB54960,,LOC724349,,GB51733,GB45880,,,,,GB55491,LOC102654485
GB40093,,,GB54317,,LOC411185,,GB48574,,,,LOC113218921,GB54971,,LOC725134,,GB51816,GB45885,,,,,GB55505,LOC102654681
GB40094,,,GB54359,,LOC413366,,GB48597,,,,LOC113219037,GB54980,,LOC725196,,GB51901,GB45986,,,,,GB55512,LOC102654688
GB40095,,,GB54393,,LOC724189,,GB48682,,,,LOC113219055,GB54994,,LOC725329,,GB52002,GB46015,,,,,GB55558,LOC102654783
GB40098,,,GB54396,,LOC726886,,GB48699,,,,LOC113219105,GB55105,,LOC726129,,GB52133,GB46028,,,,,GB55666,LOC102654878
GB40100,,,GB54574,,Mir252a,,GB48765,,,,LOC113219138,GB55448,,LOC726239,,GB52186,GB46036,,,,,GB55779,LOC102654889
GB40106,,,GB54590,,Mir6042,,GB48810,,,,LOC113219218,GB55710,,,,GB52372,GB46041,,,,,GB55788,LOC102654906
GB40107,,,GB54678,,Mir7,,GB48904,,,,LOC113219258,GB55774,,,,GB52373,GB46157,,,,,ID=r28339;gbkey=tR;product=tR-Trp,LOC102655031
GB40108,,,GB54765,,TRG-CCC,,GB49018,,,,LOC113219291,GB55892,,,,GB52374,GB46174,,,,,ID=r28341;anticodon=(pos:4325..4327);gbkey=tR;product=tR-Asp,LOC102655167
GB40109,,,GB54791,,,,GB49027,,,,LOC113219304,ID=r28346;gbkey=tR;product=tR-Phe,,,,GB52376,GB46177,,,,,ID=r28345;anticodon=(pos:6765..6767);gbkey=tR;product=tR-Asn,LOC102655249
GB40110,,,GB54868,,,,GB49031,,,,LOC113219335,LOC100576155,,,,GB52389,GB46240,,,,,Kakusei,LOC102655509
GB40112,,,GB54881,,,,GB49047,,,,LOC113219337,LOC100576274,,,,GB52408,GB46243,,,,,LOC100576283,LOC102655737
GB40113,,,GB54891,,,,GB49116,,,,TRA-AGC,LOC100576966,,,,GB52438,GB46274,,,,,LOC100576610,LOC102655858
GB40118,,,GB55046,,,,GB49155,,,,TRG-UCC,LOC100578035,,,,GB52557,GB46289,,,,,LOC100577252,LOC102655980
GB40119,,,GB55096,,,,GB49170,,,,TRT-AGU,LOC100578193,,,,GB52687,GB46461,,,,,LOC100577269,LOC102656087
GB40120,,,GB55151,,,,GB49177,,,,,LOC100578205,,,,GB52752,GB46465,,,,,LOC100577317,LOC102656140
GB40122,,,GB55201,,,,GB49220,,,,,LOC100578339,,,,GB52833,GB46480,,,,,LOC100577565,LOC102656537
GB40123,,,GB55215,,,,GB49245,,,,,LOC100578924,,,,GB52848,GB46507,,,,,LOC100578855,LOC102656614
GB40125,,,GB55219,,,,GB49262,,,,,LOC102653718,,,,GB52864,GB46539,,,,,LOC102653612,LOC102656653
GB40126,,,GB55263,,,,GB49312,,,,,LOC102653893,,,,GB52956,GB46542,,,,,LOC102653693,LOC102656683
GB40128,,,GB55331,,,,GB49321,,,,,LOC102653952,,,,GB53081,GB46581,,,,,LOC102653839,LOC102656753
GB40134,,,GB55337,,,,GB49377,,,,,LOC102653979,,,,GB53096,GB46680,,,,,LOC102653852,LOC102656816
GB40135,,,GB55485,,,,GB49433,,,,,LOC102653994,,,,GB53115,GB46686,,,,,LOC102653965,LOC102656910
GB40137,,,GB55537,,,,GB49457,,,,,LOC102654091,,,,GB53119,GB46693,,,,,LOC102654014,LOC107963977
GB40138,,,GB55613,,,,GB49543,,,,,LOC102654490,,,,GB53120,GB46746,,,,,LOC102654070,LOC107963998
GB40139,,,GB55614,,,,GB49545,,,,,LOC102654519,,,,GB53178,GB46762,,,,,LOC102654312,LOC107964039
GB40140,,,GB55615,,,,GB49578,,,,,LOC102654734,,,,GB53305,GB46765,,,,,LOC102654405,LOC107964089
GB40141,,,GB55622,,,,GB49583,,,,,LOC102654952,,,,GB53431,GB46766,,,,,LOC102654409,LOC107964619
GB40142,,,GB55706,,,,GB49585,,,,,LOC102655009,,,,GB53491,GB46767,,,,,LOC102654435,LOC107964828
GB40143,,,GB55729,,,,GB49607,,,,,LOC102655177,,,,GB53500,GB46789,,,,,LOC102654445,LOC107964914
GB40145,,,GB55813,,,,GB49621,,,,,LOC102655306,,,,GB53506,GB46886,,,,,LOC102654666,LOC107964984
GB40146,,,GB55965,,,,GB49627,,,,,LOC102655463,,,,GB53582,GB47007,,,,,LOC102654724,LOC107965171
GB40147,,,GB55973,,,,GB49653,,,,,LOC102655476,,,,GB53869,GB47029,,,,,LOC102654728,LOC107965175
GB40148,,,ID=r28331;anticodon=(pos:31..33);gbkey=tR;product=tR-Glu,,,,GB49757,,,,,LOC102656199,,,,GB53911,GB47055,,,,,LOC102654768,LOC107965262
GB40150,,,LOC100576105,,,,GB49854,,,,,LOC102656444,,,,GB54088,GB47116,,,,,LOC102655043,LOC107965822
GB40151,,,LOC100576330,,,,GB49879,,,,,LOC102656541,,,,GB54111,GB47210,,,,,LOC102655126,LOC107966034
GB40155,,,LOC100576338,,,,GB49914,,,,,LOC107964236,,,,GB54127,GB47250,,,,,LOC102655145,LOC113218516
GB40157,,,LOC100576573,,,,GB49942,,,,,LOC107964289,,,,GB54134,GB47260,,,,,LOC102655284,LOC113218523
GB40158,,,LOC100576630,,,,GB49943,,,,,LOC107964315,,,,GB54179,GB47267,,,,,LOC102655287,LOC113218542
GB40159,,,LOC100576690,,,,GB49957,,,,,LOC107964329,,,,GB54193,GB47274,,,,,LOC102655299,LOC113218552
GB40162,,,LOC100576841,,,,GB49974,,,,,LOC107964462,,,,GB54210,GB47305,,,,,LOC102655470,LOC113218601
GB40168,,,LOC100577018,,,,GB49994,,,,,LOC107964792,,,,GB54226,GB47307,,,,,LOC102655690,LOC113218622
GB40183,,,LOC100577125,,,,GB49999,,,,,LOC107965021,,,,GB54239,GB47322,,,,,LOC102655718,LOC113218711
GB40184,,,LOC100577164,,,,GB50032,,,,,LOC107965045,,,,GB54260,GB47330,,,,,LOC102655740,LOC113218720
GB40186,,,LOC100577201,,,,GB50049,,,,,LOC107965080,,,,GB54272,GB47334,,,,,LOC102655821,LOC113218773
GB40187,,,LOC100577266,,,,GB50057,,,,,LOC113218767,,,,GB54361,GB47348,,,,,LOC102656016,LOC113218780
GB40189,,,LOC100577428,,,,GB50080,,,,,LOC113218779,,,,GB54362,GB47387,,,,,LOC102656019,LOC113218863
GB40192,,,LOC100577539,,,,GB50121,,,,,LOC113218819,,,,GB54446,GB47400,,,,,LOC102656132,LOC113218886
GB40195,,,LOC100577693,,,,GB50158,,,,,LOC113218851,,,,GB54454,GB47423,,,,,LOC102656337,LOC113219034
GB40197,,,LOC100577767,,,,GB50179,,,,,LOC113218985,,,,GB54493,GB47451,,,,,LOC102656534,LOC113219095
GB40200,,,LOC100577777,,,,GB50183,,,,,LOC113219374,,,,GB54519,GB47457,,,,,LOC102656611,LOC113219154
GB40201,,,LOC100577863,,,,GB50196,,,,,LOC551589,,,,GB54643,GB47460,,,,,LOC102656682,LOC113219298
GB40203,,,LOC100577943,,,,GB50231,,,,,LOC724405,,,,GB54866,GB47487,,,,,LOC102656907,LOC113219329
GB40205,,,LOC100578184,,,,GB50283,,,,,LOC724598,,,,GB55059,GB47515,,,,,LOC107963997,LOC113219402
GB40206,,,LOC100578261,,,,GB50289,,,,,LOC725607,,,,GB55171,GB47549,,,,,LOC107964133,LOC113219427
GB40207,,,LOC100578353,,,,GB50290,,,,,Mir6057,,,,GB55196,GB47571,,,,,LOC107964181,LOC725876
GB40208,,,LOC100578354,,,,GB50296,,,,,,,,,GB55198,GB47652,,,,,LOC107964338,Mir9895
GB40212,,,LOC100578409,,,,GB50313,,,,,,,,,GB55316,GB47788,,,,,LOC107964357,
GB40217,,,LOC100578444,,,,GB50333,,,,,,,,,GB55405,GB47871,,,,,LOC107964771,
GB40218,,,LOC100578455,,,,GB50355,,,,,,,,,GB55421,GB47933,,,,,LOC107964850,
GB40219,,,LOC100578596,,,,GB50356,,,,,,,,,GB55503,GB47960,,,,,LOC107964896,
GB40221,,,LOC100578866,,,,GB50519,,,,,,,,,GB55596,GB47994,,,,,LOC107964968,
GB40222,,,LOC102653619,,,,GB50527,,,,,,,,,GB55618,GB48006,,,,,LOC107965036,
GB40227,,,LOC102653684,,,,GB50546,,,,,,,,,GB55654,GB48080,,,,,LOC107965235,
GB40228,,,LOC102653690,,,,GB50558,,,,,,,,,GB55668,GB48125,,,,,LOC107965384,
GB40231,,,LOC102653728,,,,GB50620,,,,,,,,,GB55730,GB48133,,,,,LOC107965612,
GB40232,,,LOC102653822,,,,GB50688,,,,,,,,,GB55764,GB48143,,,,,LOC107965694,
GB40234,,,LOC102653847,,,,GB50693,,,,,,,,,GB55793,GB48147,,,,,LOC113218529,
GB40237,,,LOC102653866,,,,GB50709,,,,,,,,,GB55820,GB48194,,,,,LOC113218540,
GB40238,,,LOC102653931,,,,GB50738,,,,,,,,,GB55911,GB48267,,,,,LOC113218546,
GB40239,,,LOC102653941,,,,GB50761,,,,,,,,,GB56013,GB48326,,,,,LOC113218571,
GB40240,,,LOC102653946,,,,GB50873,,,,,,,,,ID=r28340;codons=2%2C3;gbkey=tR;product=tR-Leu,GB48371,,,,,LOC113218663,
GB40243,,,LOC102653988,,,,GB50885,,,,,,,,,ID=r28354;gbkey=rR;product=s-rR,GB48380,,,,,LOC113218726,
GB40251,,,LOC102654114,,,,GB50902,,,,,,,,,LOC100576080,GB48452,,,,,LOC113218728,
GB40252,,,LOC102654192,,,,GB50917,,,,,,,,,LOC100576215,GB48464,,,,,LOC113218831,
GB40259,,,LOC102654259,,,,GB50936,,,,,,,,,LOC100576265,GB48467,,,,,LOC113218885,
GB40261,,,LOC102654281,,,,GB50977,,,,,,,,,LOC100576302,GB48476,,,,,LOC113218997,
GB40263,,,LOC102654285,,,,GB50998,,,,,,,,,LOC100576382,GB48509,,,,,LOC113219009,
GB40265,,,LOC102654286,,,,GB51038,,,,,,,,,LOC100576417,GB48533,,,,,LOC113219126,
GB40267,,,LOC102654309,,,,GB51065,,,,,,,,,LOC100576546,GB48580,,,,,LOC113219145,
